from_issue_key,to_issue_key,link_type,raw_link_type,direction
ZOOKEEPER-507,ZOOKEEPER-503,incorporates,Incorporates,outward
ZOOKEEPER-507,ZOOKEEPER-504,incorporates,Incorporates,outward
ZOOKEEPER-507,ZOOKEEPER-461,incorporates,Incorporates,outward
BOOKKEEPER-691,ZOOKEEPER-507,is related to,Reference,inward
ZOOKEEPER-607,ZOOKEEPER-507,is related to,Reference,inward
ZOOKEEPER-599,ZOOKEEPER-506,is part of,Incorporates,inward
ZOOKEEPER-507,ZOOKEEPER-505,is part of,Incorporates,inward
ZOOKEEPER-503,ZOOKEEPER-504,is part of,Incorporates,inward
ZOOKEEPER-507,ZOOKEEPER-504,is part of,Incorporates,inward
ZOOKEEPER-503,ZOOKEEPER-502,incorporates,Incorporates,outward
ZOOKEEPER-503,ZOOKEEPER-504,incorporates,Incorporates,outward
ZOOKEEPER-503,ZOOKEEPER-461,incorporates,Incorporates,outward
ZOOKEEPER-507,ZOOKEEPER-503,is part of,Incorporates,inward
ZOOKEEPER-503,ZOOKEEPER-461,depends upon,dependent,outward
ZOOKEEPER-503,ZOOKEEPER-502,is part of,Incorporates,inward
ZOOKEEPER-507,ZOOKEEPER-502,is part of,Incorporates,inward
ZOOKEEPER-1033,ZOOKEEPER-494,is duplicated by,Duplicate,inward
ZOOKEEPER-491,ZOOKEEPER-479,depends upon,dependent,outward
ZOOKEEPER-491,ZOOKEEPER-481,depends upon,dependent,outward
ZOOKEEPER-485,ZOOKEEPER-483,relates to,Reference,outward
ZOOKEEPER-483,ZOOKEEPER-509,incorporates,Incorporates,outward
ZOOKEEPER-508,ZOOKEEPER-483,is part of,Incorporates,inward
ZOOKEEPER-485,ZOOKEEPER-483,is related to,Reference,inward
ZOOKEEPER-475,ZOOKEEPER-481,is depended upon by,dependent,inward
ZOOKEEPER-479,ZOOKEEPER-481,is depended upon by,dependent,inward
ZOOKEEPER-491,ZOOKEEPER-481,is depended upon by,dependent,inward
ZOOKEEPER-475,ZOOKEEPER-480,is depended upon by,dependent,inward
ZOOKEEPER-479,ZOOKEEPER-481,depends upon,dependent,outward
ZOOKEEPER-475,ZOOKEEPER-479,is depended upon by,dependent,inward
ZOOKEEPER-491,ZOOKEEPER-479,is depended upon by,dependent,inward
ZOOKEEPER-475,ZOOKEEPER-479,depends upon,dependent,outward
ZOOKEEPER-475,ZOOKEEPER-480,depends upon,dependent,outward
ZOOKEEPER-475,ZOOKEEPER-481,depends upon,dependent,outward
ZOOKEEPER-474,ZOOKEEPER-466,depends upon,dependent,outward
ZOOKEEPER-474,ZOOKEEPER-471,depends upon,dependent,outward
ZOOKEEPER-473,ZOOKEEPER-460,relates to,Reference,outward
ZOOKEEPER-474,ZOOKEEPER-471,is depended upon by,dependent,inward
ZOOKEEPER-474,ZOOKEEPER-466,is depended upon by,dependent,inward
ZOOKEEPER-503,ZOOKEEPER-461,is part of,Incorporates,inward
ZOOKEEPER-507,ZOOKEEPER-461,is part of,Incorporates,inward
ZOOKEEPER-503,ZOOKEEPER-461,is depended upon by,dependent,inward
ZOOKEEPER-473,ZOOKEEPER-460,is related to,Reference,inward
ZOOKEEPER-2593,ZOOKEEPER-451,is duplicated by,Duplicate,inward
ZOOKEEPER-451,ZOOKEEPER-3301,relates to,Reference,outward
ZOOKEEPER-442,ZOOKEEPER-1910,relates to,Reference,outward
ZOOKEEPER-442,ZOOKEEPER-1919,relates to,Reference,outward
ZOOKEEPER-1887,ZOOKEEPER-442,is related to,Reference,inward
ZOOKEEPER-3053,ZOOKEEPER-442,is depended upon by,dependent,inward
ZOOKEEPER-428,ZOOKEEPER-439,is related to,Reference,inward
ZOOKEEPER-431,HBASE-1449,blocks,Blocker,outward
ZOOKEEPER-428,ZOOKEEPER-439,relates to,Reference,outward
ZOOKEEPER-427,ZOOKEEPER-287,relates to,Reference,outward
ZOOKEEPER-427,ZOOKEEPER-893,relates to,Reference,outward
DIRMINA-678,ZOOKEEPER-427,is related to,Reference,inward
ZOOKEEPER-606,ZOOKEEPER-426,is related to,Reference,inward
ZOOKEEPER-425,ZOOKEEPER-749,relates to,Reference,outward
ZOOKEEPER-584,ZOOKEEPER-425,is depended upon by,dependent,inward
ZOOKEEPER-424,ZOOKEEPER-237,relates to,Reference,outward
ZOOKEEPER-1022,ZOOKEEPER-423,is related to,Reference,inward
ZOOKEEPER-282,ZOOKEEPER-423,is related to,Reference,inward
ZOOKEEPER-418,ZOOKEEPER-678,relates to,Reference,outward
ZOOKEEPER-383,ZOOKEEPER-400,is depended upon by,dependent,inward
ZOOKEEPER-395,ZOOKEEPER-765,relates to,Reference,outward
ZOOKEEPER-390,ZOOKEEPER-237,relates to,Reference,outward
ZOOKEEPER-390,ZOOKEEPER-146,relates to,Reference,outward
ZOOKEEPER-1355,ZOOKEEPER-390,is related to,Reference,inward
ZOOKEEPER-107,ZOOKEEPER-390,is related to,Reference,inward
ZOOKEEPER-386,ZOOKEEPER-388,is related to,Reference,inward
ZOOKEEPER-380,ZOOKEEPER-387,is part of,Incorporates,inward
ZOOKEEPER-386,ZOOKEEPER-388,relates to,Reference,outward
ZOOKEEPER-383,ZOOKEEPER-400,depends upon,dependent,outward
ZOOKEEPER-380,ZOOKEEPER-387,incorporates,Incorporates,outward
ZOOKEEPER-380,ZOOKEEPER-365,incorporates,Incorporates,outward
ZOOKEEPER-577,ZOOKEEPER-372,is depended upon by,dependent,inward
ZOOKEEPER-371,ZOOKEEPER-148,relates to,Reference,outward
ZOOKEEPER-279,ZOOKEEPER-369,is related to,Reference,inward
ZOOKEEPER-581,ZOOKEEPER-368,is related to,Reference,inward
ZOOKEEPER-107,ZOOKEEPER-368,is related to,Reference,inward
ZOOKEEPER-340,ZOOKEEPER-367,is blocked by,Blocker,inward
ZOOKEEPER-366,ZOOKEEPER-1366,duplicates,Duplicate,outward
ZOOKEEPER-380,ZOOKEEPER-365,is part of,Incorporates,inward
ZOOKEEPER-364,HADOOP-6541,relates to,Reference,outward
HADOOP-6541,ZOOKEEPER-364,is related to,Reference,inward
ZOOKEEPER-325,ZOOKEEPER-362,is duplicated by,Duplicate,inward
ZOOKEEPER-340,ZOOKEEPER-367,blocks,Blocker,outward
ZOOKEEPER-2184,ZOOKEEPER-338,is duplicated by,Duplicate,inward
ZOOKEEPER-338,ZOOKEEPER-836,relates to,Reference,outward
ZOOKEEPER-338,ZOOKEEPER-328,relates to,Reference,outward
ZOOKEEPER-1355,ZOOKEEPER-338,is superceded by,Supercedes,inward
ZOOKEEPER-335,ZOOKEEPER-3608,relates to,Reference,outward
ZOOKEEPER-790,ZOOKEEPER-335,is related to,Reference,inward
ZOOKEEPER-335,ZOOKEEPER-1278,breaks,Regression,outward
ZOOKEEPER-938,ZOOKEEPER-329,is required by,Required,inward
ZOOKEEPER-338,ZOOKEEPER-328,is related to,Reference,inward
ZOOKEEPER-325,ZOOKEEPER-362,duplicates,Duplicate,outward
ZOOKEEPER-325,ZOOKEEPER-305,relates to,Reference,outward
ZOOKEEPER-849,ZOOKEEPER-324,is related to,Reference,inward
ZOOKEEPER-323,ZOOKEEPER-1107,supercedes,Supercedes,outward
ZOOKEEPER-325,ZOOKEEPER-305,is related to,Reference,inward
ZOOKEEPER-299,ZOOKEEPER-303,is duplicated by,Duplicate,inward
ZOOKEEPER-303,HADOOP-7089,relates to,Reference,outward
ZOOKEEPER-299,ZOOKEEPER-303,duplicates,Duplicate,outward
ZOOKEEPER-604,ZOOKEEPER-295,is related to,Reference,inward
ZOOKEEPER-292,ZOOKEEPER-281,relates to,Reference,outward
ZOOKEEPER-246,ZOOKEEPER-291,is related to,Reference,inward
ZOOKEEPER-427,ZOOKEEPER-287,is related to,Reference,inward
ZOOKEEPER-286,ZOOKEEPER-284,blocks,Blocker,outward
ZOOKEEPER-286,ZOOKEEPER-285,incorporates,Incorporates,outward
ZOOKEEPER-286,ZOOKEEPER-285,is part of,Incorporates,inward
ZOOKEEPER-286,ZOOKEEPER-284,is blocked by,Blocker,inward
ZOOKEEPER-282,ZOOKEEPER-2260,duplicates,Duplicate,outward
ZOOKEEPER-282,ZOOKEEPER-423,relates to,Reference,outward
ZOOKEEPER-292,ZOOKEEPER-281,is related to,Reference,inward
ZOOKEEPER-279,ZOOKEEPER-369,relates to,Reference,outward
ZOOKEEPER-233,ZOOKEEPER-278,is related to,Reference,inward
ZOOKEEPER-277,ZOOKEEPER-835,blocks,Blocker,outward
ZOOKEEPER-271,ZOOKEEPER-1307,supercedes,Supercedes,outward
ZOOKEEPER-1408,ZOOKEEPER-271,is depended upon by,dependent,inward
ZOOKEEPER-1409,ZOOKEEPER-271,is depended upon by,dependent,inward
ZOOKEEPER-40,ZOOKEEPER-270,is related to,Reference,inward
ZOOKEEPER-269,ZOOKEEPER-264,relates to,Reference,outward
ZOOKEEPER-269,ZOOKEEPER-264,is related to,Reference,inward
ZOOKEEPER-260,ZOOKEEPER-2503,relates to,Reference,outward
ZOOKEEPER-252,ZOOKEEPER-229,blocks,Blocker,outward
ZOOKEEPER-246,ZOOKEEPER-291,relates to,Reference,outward
ZOOKEEPER-205,ZOOKEEPER-241,is related to,Reference,inward
ZOOKEEPER-239,ZOOKEEPER-215,duplicates,Duplicate,outward
ZOOKEEPER-146,ZOOKEEPER-237,is related to,Reference,inward
ZOOKEEPER-390,ZOOKEEPER-237,is related to,Reference,inward
ZOOKEEPER-424,ZOOKEEPER-237,is related to,Reference,inward
ZOOKEEPER-2698,ZOOKEEPER-236,is duplicated by,Duplicate,inward
ZOOKEEPER-2750,ZOOKEEPER-236,is related to,Reference,inward
ZOOKEEPER-3173,ZOOKEEPER-236,is related to,Reference,inward
ZOOKEEPER-1000,ZOOKEEPER-236,is depended upon by,dependent,inward
ZOOKEEPER-235,ZOOKEEPER-2125,depends upon,dependent,outward
ZOOKEEPER-235,ZOOKEEPER-2122,depends upon,dependent,outward
ZOOKEEPER-652,ZOOKEEPER-233,is duplicated by,Duplicate,inward
ZOOKEEPER-1003,ZOOKEEPER-233,is duplicated by,Duplicate,inward
ZOOKEEPER-233,ZOOKEEPER-278,relates to,Reference,outward
ZOOKEEPER-119,ZOOKEEPER-231,is related to,Reference,inward
ZOOKEEPER-252,ZOOKEEPER-229,is blocked by,Blocker,inward
ZOOKEEPER-224,HIVE-1235,blocks,Blocker,outward
ZOOKEEPER-537,ZOOKEEPER-224,is blocked by,Blocker,inward
ZOOKEEPER-1085,ZOOKEEPER-224,is cloned by,Cloners,inward
HBASE-1933,ZOOKEEPER-224,is related to,Reference,inward
ZOOKEEPER-529,ZOOKEEPER-224,is related to,Reference,inward
ZOOKEEPER-204,ZOOKEEPER-221,is part of,Incorporates,inward
ZOOKEEPER-209,ZOOKEEPER-217,is depended upon by,dependent,inward
ZOOKEEPER-215,ZOOKEEPER-149,blocks,Blocker,outward
ZOOKEEPER-239,ZOOKEEPER-215,is duplicated by,Duplicate,inward
ZOOKEEPER-209,ZOOKEEPER-217,depends upon,dependent,outward
ZOOKEEPER-207,ZOOKEEPER-1907,relates to,Reference,outward
ZOOKEEPER-205,ZOOKEEPER-241,relates to,Reference,outward
ZOOKEEPER-204,ZOOKEEPER-221,incorporates,Incorporates,outward
ZOOKEEPER-186,ZOOKEEPER-145,blocks,Blocker,outward
ZOOKEEPER-181,ZOOKEEPER-73,blocks,Blocker,outward
ZOOKEEPER-154,ZOOKEEPER-155,is blocked by,Blocker,inward
ZOOKEEPER-154,ZOOKEEPER-155,blocks,Blocker,outward
ZOOKEEPER-658,ZOOKEEPER-152,is related to,Reference,inward
ZOOKEEPER-215,ZOOKEEPER-149,is blocked by,Blocker,inward
ZOOKEEPER-23,ZOOKEEPER-149,is duplicated by,Duplicate,inward
ZOOKEEPER-148,HADOOP-3532,relates to,Reference,outward
ZOOKEEPER-148,HADOOP-2421,relates to,Reference,outward
ZOOKEEPER-371,ZOOKEEPER-148,is related to,Reference,inward
ZOOKEEPER-146,ZOOKEEPER-836,relates to,Reference,outward
ZOOKEEPER-146,ZOOKEEPER-237,relates to,Reference,outward
ZOOKEEPER-390,ZOOKEEPER-146,is related to,Reference,inward
ZOOKEEPER-186,ZOOKEEPER-145,is blocked by,Blocker,inward
ZOOKEEPER-144,ZOOKEEPER-114,blocks,Blocker,outward
ZOOKEEPER-144,ZOOKEEPER-114,incorporates,Incorporates,outward
ZOOKEEPER-139,ZOOKEEPER-144,is related to,Reference,inward
ZOOKEEPER-142,ZOOKEEPER-143,is related to,Reference,inward
ZOOKEEPER-142,ZOOKEEPER-143,relates to,Reference,outward
ZOOKEEPER-127,ZOOKEEPER-141,is part of,Incorporates,inward
ZOOKEEPER-140,ZOOKEEPER-127,blocks,Blocker,outward
ZOOKEEPER-139,ZOOKEEPER-18,incorporates,Incorporates,outward
ZOOKEEPER-139,ZOOKEEPER-144,relates to,Reference,outward
ZOOKEEPER-138,ZOOKEEPER-23,depends upon,dependent,outward
ZOOKEEPER-137,ZOOKEEPER-124,relates to,Reference,outward
ZOOKEEPER-140,ZOOKEEPER-127,is blocked by,Blocker,inward
ZOOKEEPER-127,ZOOKEEPER-141,incorporates,Incorporates,outward
ZOOKEEPER-1202,ZOOKEEPER-126,is part of,Incorporates,inward
ZOOKEEPER-846,ZOOKEEPER-126,is related to,Reference,inward
ZOOKEEPER-63,ZOOKEEPER-126,is related to,Reference,inward
ZOOKEEPER-137,ZOOKEEPER-124,is related to,Reference,inward
ZOOKEEPER-121,ZOOKEEPER-1109,relates to,Reference,outward
ZOOKEEPER-119,ZOOKEEPER-231,relates to,Reference,outward
ZOOKEEPER-144,ZOOKEEPER-114,is blocked by,Blocker,inward
ZOOKEEPER-144,ZOOKEEPER-114,is part of,Incorporates,inward
ZOOKEEPER-111,ZOOKEEPER-54,blocks,Blocker,outward
ZOOKEEPER-111,ZOOKEEPER-61,blocks,Blocker,outward
ZOOKEEPER-111,ZOOKEEPER-2421,causes,Problem/Incident,outward
ZOOKEEPER-86,ZOOKEEPER-111,is related to,Reference,inward
ZOOKEEPER-1625,ZOOKEEPER-107,is blocked by,Blocker,inward
ZOOKEEPER-107,ZOOKEEPER-1044,contains,Container,outward
ZOOKEEPER-107,ZOOKEEPER-1113,contains,Container,outward
ZOOKEEPER-1682,ZOOKEEPER-107,is duplicated by,Duplicate,inward
ZOOKEEPER-107,ZOOKEEPER-1549,relates to,Reference,outward
ZOOKEEPER-107,ZOOKEEPER-2014,relates to,Reference,outward
ZOOKEEPER-107,ZOOKEEPER-1045,relates to,Reference,outward
ZOOKEEPER-107,ZOOKEEPER-368,relates to,Reference,outward
ZOOKEEPER-107,ZOOKEEPER-390,relates to,Reference,outward
ZOOKEEPER-1561,ZOOKEEPER-107,is related to,Reference,inward
ZOOKEEPER-1355,ZOOKEEPER-107,is related to,Reference,inward
ZOOKEEPER-1324,ZOOKEEPER-107,is related to,Reference,inward
ZOOKEEPER-107,ZOOKEEPER-1633,requires,Required,outward
ZOOKEEPER-107,ZOOKEEPER-1411,depends upon,dependent,outward
ZOOKEEPER-107,ZOOKEEPER-1620,depends upon,dependent,outward
ZOOKEEPER-1660,ZOOKEEPER-107,is depended upon by,dependent,inward
ZOOKEEPER-1659,ZOOKEEPER-107,is depended upon by,dependent,inward
ZOOKEEPER-80,ZOOKEEPER-103,is blocked by,Blocker,inward
ZOOKEEPER-103,ZOOKEEPER-1078,relates to,Reference,outward
ZOOKEEPER-101,ZOOKEEPER-74,relates to,Reference,outward
ZOOKEEPER-98,ZOOKEEPER-3021,depends upon,dependent,outward
ZOOKEEPER-96,ZOOKEEPER-1078,breaks,Regression,outward
ZOOKEEPER-95,ZOOKEEPER-537,relates to,Reference,outward
ZOOKEEPER-95,ZOOKEEPER-3021,depends upon,dependent,outward
ZOOKEEPER-94,ZOOKEEPER-82,relates to,Reference,outward
ZOOKEEPER-86,ZOOKEEPER-63,relates to,Reference,outward
ZOOKEEPER-86,ZOOKEEPER-111,relates to,Reference,outward
ZOOKEEPER-2158,ZOOKEEPER-83,is cloned by,Cloners,inward
ZOOKEEPER-2158,ZOOKEEPER-83,is duplicated by,Duplicate,inward
ZOOKEEPER-82,ZOOKEEPER-2861,relates to,Reference,outward
ZOOKEEPER-94,ZOOKEEPER-82,is related to,Reference,inward
ZOOKEEPER-80,ZOOKEEPER-103,blocks,Blocker,outward
ZOOKEEPER-79,ZOOKEEPER-80,is related to,Reference,inward
ZOOKEEPER-79,ZOOKEEPER-78,blocks,Blocker,outward
ZOOKEEPER-79,ZOOKEEPER-80,relates to,Reference,outward
ZOOKEEPER-79,ZOOKEEPER-78,is blocked by,Blocker,inward
ZOOKEEPER-16,ZOOKEEPER-77,is related to,Reference,inward
ZOOKEEPER-101,ZOOKEEPER-74,is related to,Reference,inward
ZOOKEEPER-181,ZOOKEEPER-73,is blocked by,Blocker,inward
ZOOKEEPER-70,ZOOKEEPER-72,is blocked by,Blocker,inward
ZOOKEEPER-70,ZOOKEEPER-72,blocks,Blocker,outward
ZOOKEEPER-66,ZOOKEEPER-67,is related to,Reference,inward
ZOOKEEPER-66,ZOOKEEPER-67,relates to,Reference,outward
ZOOKEEPER-63,ZOOKEEPER-126,relates to,Reference,outward
ZOOKEEPER-86,ZOOKEEPER-63,is related to,Reference,inward
ZOOKEEPER-111,ZOOKEEPER-61,is blocked by,Blocker,inward
ZOOKEEPER-61,ZOOKEEPER-54,duplicates,Duplicate,outward
ZOOKEEPER-111,ZOOKEEPER-54,is blocked by,Blocker,inward
ZOOKEEPER-61,ZOOKEEPER-54,is duplicated by,Duplicate,inward
ZOOKEEPER-39,ZOOKEEPER-50,is related to,Reference,inward
ZOOKEEPER-50,ZOOKEEPER-23,depends upon,dependent,outward
ZOOKEEPER-49,ZOOKEEPER-48,depends upon,dependent,outward
ZOOKEEPER-49,ZOOKEEPER-48,is depended upon by,dependent,inward
ZOOKEEPER-40,ZOOKEEPER-270,relates to,Reference,outward
ZOOKEEPER-39,ZOOKEEPER-50,relates to,Reference,outward
ZOOKEEPER-38,ZOOKEEPER-27,incorporates,Incorporates,outward
ZOOKEEPER-38,ZOOKEEPER-32,incorporates,Incorporates,outward
ZOOKEEPER-1173,ZOOKEEPER-33,is related to,Reference,inward
ZOOKEEPER-38,ZOOKEEPER-32,is part of,Incorporates,inward
ZOOKEEPER-38,ZOOKEEPER-27,is part of,Incorporates,inward
ZOOKEEPER-23,ZOOKEEPER-149,duplicates,Duplicate,outward
ZOOKEEPER-50,ZOOKEEPER-23,is depended upon by,dependent,inward
ZOOKEEPER-138,ZOOKEEPER-23,is depended upon by,dependent,inward
ZOOKEEPER-835,ZOOKEEPER-22,is part of,Incorporates,inward
ZOOKEEPER-1905,ZOOKEEPER-22,is related to,Reference,inward
ZOOKEEPER-22,ZOOKEEPER-660,requires,Required,outward
ZOOKEEPER-139,ZOOKEEPER-18,is part of,Incorporates,inward
ZOOKEEPER-7,ZOOKEEPER-18,is part of,Incorporates,inward
ZOOKEEPER-16,ZOOKEEPER-77,relates to,Reference,outward
ZOOKEEPER-14,ZOOKEEPER-843,blocks,Blocker,outward
ZOOKEEPER-12,ZOOKEEPER-849,depends upon,dependent,outward
ZOOKEEPER-7,ZOOKEEPER-18,incorporates,Incorporates,outward
ZOOKEEPER-1576,YARN-9151,is related to,Reference,inward
YARN-7550,ZOOKEEPER-1576,relates to,Reference,outward
YARN-3798,ZOOKEEPER-2219,depends upon,dependent,outward
ZOOKEEPER-1655,YARN-2815,is related to,Reference,inward
ZOOKEEPER-2085,YARN-2815,is related to,Reference,inward
ZOOKEEPER-1718,YARN-2815,is related to,Reference,inward
ZOOKEEPER-3779,SPARK-34110,is caused by,Problem/Incident,inward
SPARK-6305,ZOOKEEPER-2342,relates to,Reference,outward
ZOOKEEPER-704,SPARK-2876,Dependent,Dependent,inward
SOLR-15636,ZOOKEEPER-3874,depends upon,dependent,outward
SOLR-15415,ZOOKEEPER-4303,requires,Required,outward
ZOOKEEPER-3912,SOLR-14752,is caused by,Problem/Incident,inward
ZOOKEEPER-3511,SOLR-13672,is related to,Reference,inward
ZOOKEEPER-3494,SOLR-13665,is related to,Reference,inward
SOLR-9386,ZOOKEEPER-2383,relates to,Reference,outward
ZOOKEEPER-2184,SOLR-8868,is fixed by,Completes,inward
ZOOKEEPER-2383,SOLR-8724,is related to,Reference,inward
ZOOKEEPER-3482,SOLR-7893,is related to,Reference,inward
SOLR-7893,ZOOKEEPER-2125,depends upon,dependent,outward
SOLR-6915,ZOOKEEPER-2100,relates to,Reference,outward
ZOOKEEPER-1579,SOLR-4526,is related to,Reference,inward
ZOOKEEPER-850,SOLR-2369,is blocked by,Blocker,inward
SLIDER-862,ZOOKEEPER-2181,relates to,Reference,outward
SLIDER-862,ZOOKEEPER-1263,relates to,Reference,outward
ZOOKEEPER-704,REEF-1291,Dependent,Dependent,inward
ZOOKEEPER-1260,RANGER-924,is related to,Reference,inward
ZOOKEEPER-704,QPID-6275,Dependent,Dependent,inward
ZOOKEEPER-3779,ORC-733,is caused by,Problem/Incident,inward
ZOOKEEPER-1666,OOZIE-1959,is broken by,Regression,inward
OAK-9024,ZOOKEEPER-2342,relates to,Reference,outward
ZOOKEEPER-1875,NIFI-8394,is related to,Reference,inward
ZOOKEEPER-2184,MESOS-9113,is related to,Reference,inward
ZOOKEEPER-2756,MESOS-7297,is blocked by,Blocker,inward
ZOOKEEPER-770,MESOS-4648,is blocked by,Blocker,inward
MESOS-4157,ZOOKEEPER-770,relates to,Reference,outward
MESOS-4065,ZOOKEEPER-2338,relates to,Reference,outward
ZOOKEEPER-1998,MESOS-2681,is blocked by,Blocker,inward
ZOOKEEPER-1080,MAPREDUCE-2648,is blocked by,Blocker,inward
LOGGING-160,ZOOKEEPER-2000,blocks,Blocker,outward
LOG4J2-1514,ZOOKEEPER-2342,depends upon,dependent,outward
ZOOKEEPER-2342,LOG4J2-63,is related to,Reference,inward
KNOX-1599,ZOOKEEPER-2355,relates to,Reference,outward
KNOX-1599,ZOOKEEPER-3181,relates to,Reference,outward
KNOX-1133,ZOOKEEPER-2139,depends upon,dependent,outward
ZOOKEEPER-2985,KAFKA-6584,is related to,Reference,inward
ZOOKEEPER-2184,KAFKA-4041,is caused by,Problem/Incident,inward
KAFKA-1387,ZOOKEEPER-1740,depends upon,dependent,outward
INFRA-12573,ZOOKEEPER-2557,relates to,Reference,outward
INFRA-10919,ZOOKEEPER-2336,blocks,Blocker,outward
ZOOKEEPER-2243,INFRA-10116,is related to,Reference,inward
HTTPCLIENT-1906,ZOOKEEPER-3832,relates to,Reference,outward
ZOOKEEPER-2085,HIVE-8609,is related to,Reference,inward
ZOOKEEPER-2085,HIVE-8565,is related to,Reference,inward
ZOOKEEPER-1178,HIVE-2739,is related to,Reference,inward
HIVE-2712,ZOOKEEPER-1401,relates to,Reference,outward
HIVE-2712,ZOOKEEPER-1373,depends upon,dependent,outward
ZOOKEEPER-938,HIVE-2467,is related to,Reference,inward
ZOOKEEPER-1080,HIVE-2254,is blocked by,Blocker,inward
ZOOKEEPER-224,HIVE-1235,is blocked by,Blocker,inward
ZOOKEEPER-2175,HDFS-8161,is related to,Reference,inward
ZOOKEEPER-704,HDFS-3259,Dependent,Dependent,inward
ZOOKEEPER-1205,HDFS-3016,is related to,Reference,inward
ZOOKEEPER-1080,HDFS-2124,is blocked by,Blocker,inward
ZOOKEEPER-1080,HDFS-1973,is related to,Reference,inward
ZOOKEEPER-1095,HDFS-1973,is related to,Reference,inward
ZOOKEEPER-702,HDFS-779,is related to,Reference,inward
HDFS-435,ZOOKEEPER-3601,relates to,Reference,outward
HDFS-435,ZOOKEEPER-1364,relates to,Reference,outward
