assignee_code,assignee_id,skills,skill_scores
A-1296,cb36deb1-9824-49df-84e7-acd3542cddd6,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,85;12;11;16;11;69;30;10;80
A-1297,7e850cbf-e787-4959-86d0-5ae4f0112e51,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,58;11;10;11;5;41;56;1;38
A-1298,cb3b5f26-bcca-4ad2-a0f8-8e5560036b69,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,50;5;2;2;24;4;1;2;10
A-1301,7bf921ff-eda4-4e2d-b545-82e668cd0604,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,38;2;3;3;5;1;7
A-1303,3d370f98-8738-4cda-9597-71f8cc258d18,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation,5;1;1
A-1304,c43c07db-68b3-4283-b45d-505a1476814e,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,3;1;1
A-1305,209e14c9-fe96-459a-8bc6-883b090835b9,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,63;7;1;8;7;29;41;22
A-1306,9007ffea-783d-4598-8e5f-3be4fc9f41da,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,12;3;1;3;10;2;4
A-1307,54b2089d-8c3b-4f6a-a34e-9905aa95d779,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,5;1;2
A-1308,3e7f6b6d-8135-4259-896f-564d78f8d99a,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,32;3;4;1;6
A-1349,0eff2c69-c1db-41e1-b2ba-6c798cf09830,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,22;1;5;4;1;2
A-136,03e62f68-1db8-4d13-99f8-95113ef7cff8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,707;40;12;21;23;60;201;11;4;100
A-139,2726c44a-5466-4e99-aa2e-3395213f6b8d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,114;13;2;12;22;23;39;4;91
A-1608,1d142677-6dcb-4419-acef-2b1606ef22c2,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,122;37;7;8;4;51;8;8;17
A-163,429df4ac-a2c7-4a06-9f2b-4806a9f52abd,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,86;4;3;5;37;40;51;7;69
A-1662,e1916b23-e894-401e-8df7-4c2d271b624b,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,89;12;1;4;24;60;18;2;4;13
A-1722,63f810c3-f7bf-4175-a609-d6ee0ba5774c,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,24;10;1;1;2;21;3;2
A-1826,989b1c2b-5a06-4f82-8c72-18ce71c5edc5,Bug fixing / Maintenance;Feature / Improvement Implementation,4;3
A-183,e6a73cc0-e20b-4ef1-b09b-3219bb51706a,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,65;1;1;5;18;12;1;2;5
A-1940,5be14415-db6c-412d-b9b5-3a84d4374368,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation,5;1;1;6
A-2,41ab233b-e205-4bf6-b1ca-05f9dd706417,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,121;5;2;3;37;26;2;40
A-200,16217369-1e4a-4dc0-a8d9-7d7896bacfdc,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Project / General Task;Testing & Verification,4;1;2;1;1
A-204,cded2427-7473-48eb-a9f1-800ff3c749a3,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,205;91;7;66;23;145;111;7;11;124
A-210,bf54a51f-599b-48af-afda-68c895544e5d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,60;11;2;15;43;23;35;2;10
A-2119,b0ccc5b9-fd9f-4e64-938c-5160174cfe2b,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,127;27;2;11;9;55;23;3;10;10
A-216,17b8ccb7-3be7-4c07-892b-366212e0ef5e,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,16;4;3;4;7;5;1;4
A-22,990bb6d8-b52c-4dd5-9b1a-e4ecdcb626e7,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,166;35;6;24;55;38;15;2;10;50
A-225,3ab3d7d7-0b65-44bd-a8b6-28f4aebd8ec7,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,16;1;19
A-235,f7099a2a-3cd1-451a-a21c-c9d6262cd9b8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,72;12;2;20;31;90;5;4;10
A-2357,a38b1c17-e2a9-4c04-a125-4765da74a13e,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Performance Optimization;Project / General Task;Testing & Verification,90;1;4;10;1;1;6
A-239,33e4eca4-4eec-463a-a5b6-f45ff37c0684,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,107;6;1;10;14;25;3;2;4;35
A-247,df081b9a-1dcf-4910-b211-8f3926a39588,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,4;2;4;7;1;14;9;1;1;5
A-2504,8d7f389a-0c20-4489-a898-99fbcc6fd9b2,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,109;59;8;16;18;49;67;6;24;108
A-2535,b5c6c8fb-cfe2-47fd-856d-e6c53c9abaac,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,12;2;2;2;4;31;1;6;2
A-2667,2c2503e2-694e-48bf-9dd3-9e48cdf9d1e2,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,65;5;1;27;3;7
A-2680,7cb82ddd-6c93-49de-a567-87232ca418f5,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,6;4;1;13;3;3;7
A-269,9f99114a-c676-42bd-9abf-68a0425a9667,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,303;54;10;44;38;157;71;10;1;79
A-2695,16ae887f-3877-4753-adc8-27f9f203c9cf,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Project / General Task,6;5;3;1
A-2708,1640f16c-02e5-441d-b130-122b63bdb894,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Performance Optimization;Project / General Task,5;1;4;1;5
A-2714,54b9ec04-bb83-4c0f-94c6-eccbaed18ebd,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,44;3;4;4;8;5;2;16
A-2721,c69a01e5-e2d5-450c-be60-c85150fd40e0,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Other,20;1;1;1
A-2738,7297754d-bfa2-481f-9ae3-ba447f4830aa,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Other;Testing & Verification,7;4;7;3;3
A-2745,30609639-6321-4c81-8497-be48daac50ee,Bug fixing / Maintenance;Code Refactoring & Cleanup;Design & API Evolution;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,23;1;1;5;4;1;3
A-2746,ff1425b5-de7b-4dfa-bb1e-41df3ab7436a,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation,1;1;1;1
A-2750,af618b17-6311-49d1-a52c-987d7dc8d358,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,19;1;1;3;4
A-278,002976c5-11aa-4713-adea-7d3ded6a87e2,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,94;11;3;10;5;17;19;1;1;18
A-28,1c612396-6923-48cf-9879-dfb77875e249,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,70;1;1;4;1
A-283,aea32789-13ab-4295-9631-6cf71d56d9ca,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,10;2;4;8;1;9
A-2858,6441d638-a4e7-4b04-b41d-51e8fb77d15c,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,326;248;8;23;85;155;110;18;37;125
A-290,a05ac8c7-974b-4011-b776-8f5160b265fa,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,541;51;25;43;31;193;129;31;9;193
A-2920,982bc9e3-9072-4fe0-8556-4005083c63d0,Build & Release Engineering;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,2;5;10;9;1;1
A-307,44ca1469-5170-4eab-a5b7-a3e50b9ecaf6,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,42;31;2;6;11;3;28
A-313,5525e535-2690-4214-9e31-f7f426c4c960,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,56;17;2;9;28;16;13;7
A-319,c4e0c958-22ae-489f-9c11-717faf7d481d,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Other;Testing & Verification,54;2;4;7;4;7
A-331,77e61a9a-085e-46a2-a051-28c27550330d,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,8;3;1;3;2
A-34,d2c2937d-21af-497e-84bf-0656b10afb96,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,1738;1817;37;122;173;797;70;9;1896;91
A-3401,cbfe84ad-1772-4031-ad52-21f09c124580,Bug fixing / Maintenance;Feature / Improvement Implementation,3;1
A-3404,7a0bbccb-af12-4597-a187-e959e0312c29,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Testing & Verification,11;11;2;8;7
A-3419,25d5b7bf-db16-4808-9038-727c68a7d71c,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,27;1;5;6;2;1
A-349,5cd85a31-d113-47b1-8fd3-aab4dd42e919,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,5;8;3;2;4;5
A-3507,9f6e3b25-c208-4eb8-a858-1fa948f30d9e,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,72;5;2;10;11;11;2;10
A-353,6fdda2fa-8ed5-4e45-bd6c-97733246c045,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation,18;1;1;1
A-3541,515b927c-9d45-4e2f-9f52-32650aed74f1,Bug fixing / Maintenance;Design & API Evolution;Documentation;Testing & Verification,8;2;1;1
A-3549,d6902c82-c220-4937-a7dd-98523507d1ab,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other,37;2;1;1;6;1
A-3564,3f5de5dc-40f2-4398-be76-7dfb21c06f5f,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Testing & Verification,15;1;2;12
A-3574,6549bad8-619e-4ed2-923b-4844d3520838,Bug fixing / Maintenance;Project / General Task;Testing & Verification,1;1;2
A-3578,7cc27004-9993-4633-af1f-518fc29602b8,Bug fixing / Maintenance;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,10;2;1;1;5;2;1
A-3602,d2c052e1-9d87-45be-97bd-677091bb9336,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Project / General Task;Testing & Verification,42;4;4;4;4;31;1;1;16
A-3624,2226f86d-87dc-4a90-b78e-6507f7a70bdc,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,260;36;8;35;25;196;77;19;47
A-366,db056932-0f43-421d-a7fd-9b3fcf8238a9,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,12;2;1;4;2;5
A-3687,d4761998-81ff-44fa-88d6-ee39103bb57a,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,33;2;1;13;7;16;17;2;10
A-374,416b2aa3-3d81-4cdf-8ff4-07f1210c114d,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation,3;1;1;7
A-3838,a87cd4c0-9fa0-4051-b921-23f2b94a07ac,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task,15;2;1;4;2;1
A-3843,0ce344be-ac7f-412e-af85-e9ea051bc39e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,44;17;2;7;15;28;13;1;12
A-390,c6e27dae-a38f-419c-903d-f29e6545084d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Performance Optimization;Project / General Task;Testing & Verification,17;6;1;1;17;1;4;2
A-4,abc2ac5f-3c2c-436a-a3f2-d87a31d4305e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,44;83;12;48;17;517;15;16;2;23
A-40,8984ceab-61db-4376-8927-f72dee9d3a19,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,3;1;1;9;4;1
A-4037,680c888d-9e5e-4dfb-bc71-61c47990f676,Bug fixing / Maintenance;Other,7;1
A-4072,58594218-7386-4408-851c-730e3f72300d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,32;12;1;1;12;16;15;1;28
A-4094,48b4da78-d39a-46eb-8257-ca0552464451,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,278;41;8;13;38;106;33;4;12;24
A-410,a85a5b13-22fe-4356-8369-c1d8e0f6b159,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,34;20;3;5;13;7;2;77
A-411,05a48157-9298-4648-9983-555d667c6ad0,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,108;39;2;22;25;89;10;1;8;28
A-417,989a907e-29be-4399-8910-53983997ee8d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,74;17;4;6;13;42;11;2;3;16
A-4181,93ef5f86-2ed3-45eb-9b96-ecc6b0324667,Bug fixing / Maintenance;Documentation;Performance Optimization,8;1;1
A-42,86f1e77c-180c-47e3-a60b-9465d2b214b8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,27;4;5;1;26;23;3;2
A-4254,d36e1366-53f2-46d2-a2b6-ead9d237bbea,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,79;31;4;27;17;48;94;8;11;86
A-4450,8df58d03-2724-4837-9071-6a692eaf7c79,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,2;2;1;1;2;3
A-4619,a1302153-5ae9-4d8c-8c44-a2fb1fb0f460,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Feature / Improvement Implementation;Other,11;1;1;15;1
A-4625,df041105-a787-4a37-8514-46e90015c66c,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,112;18;1;8;18;55;14;6;3;11
A-4674,c9598786-2bf3-42cf-9131-788e0b7dd294,Bug fixing / Maintenance;Feature / Improvement Implementation,7;3
A-4799,266246e3-fff7-425d-ac67-34a5928e0a70,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,9;4;2
A-4850,b48afcc7-d0f3-4a75-8fec-9a574853d330,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,7;1;1;1
A-4863,9e10a82b-52be-4ac0-a04e-41a050258ccf,Bug fixing / Maintenance;Feature / Improvement Implementation;Other;Testing & Verification,2;2;1;2
A-4932,6dcf3da6-f583-41dc-b491-3c95b37aeee0,Bug fixing / Maintenance;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,16;2;4;2;17;1;2
A-5159,c37ae81b-d875-4e33-8f3f-d3d5ad4d768a,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Other,6;2;1;2
A-5180,cd502023-085a-433e-a661-851b040c4c33,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Performance Optimization,3;1;5;1
A-5182,41fcb507-9bdb-443e-ac22-55c9788e5a82,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution,1;1;1
A-5211,866d6569-736a-420c-925b-a92c70242244,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation,7;1;1;2
A-5239,f0d7313c-d8d5-4a10-b9b5-2f90ce0e6195,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,179;32;5;18;28;152;21;7;4;34
A-53,87a49420-2c21-44d7-a412-60c7036887af,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,57;27;8;8;20;17;3;9;21
A-5631,f26d6e3a-6261-45eb-823d-3d4f94ae0a02,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,24;3;2;2;12;1;1;2
A-5651,234a50ce-7196-4dec-a96b-4ba7bb58b9a9,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,83;7;4;5;10;17;30;1;25
A-5908,dcb24b86-a8a2-48e9-b524-5cdb5765dfc8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,229;68;59;141;37;175;152;3;5;108
A-5910,a7a67614-24fa-40f8-8f07-9af7be203048,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,70;21;4;14;5;49;18;3;6;20
A-5924,b84524b9-eb89-4cae-a948-256e8f2e0212,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,230;17;12;27;22;65;144;2;16;47
A-5932,f50fcd80-469c-4460-9e2e-46f94bfe8c90,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,226;20;5;15;23;15;49;4;1;81
A-5940,f18a612c-b19c-4d40-8b5f-0bae827375d9,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,80;8;8;8;20;39;58;11;2;82
A-5945,2963727e-d46a-4b93-bf4c-b117d40fedc1,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,65;14;5;10;4;19;71;3;23
A-5953,69990012-c1ed-4ffa-8583-03052c1e6c98,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,102;15;17;20;12;46;102;1;41
A-5987,1e9f6df4-8865-4b15-b314-123ea002a371,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,73;10;1;22;9;20;77;4;2;35
A-60,cf77897c-82b9-4fb2-9bc4-23307a0da041,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,4;11;1;5;13;1;6
A-614,8faaec3c-1e24-430d-9e69-e772dd4705bc,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,50;5;5;1;20;11;3;7
A-6177,9215de3d-cd15-4a23-b235-d57a8f79958c,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,94;6;1;8;26;5;7;14
A-6204,63799803-ce91-4d61-925d-d1085f731d0c,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,19;2;1;1;9;4
A-6214,ba67552f-f1c0-40a9-9a7c-1cfa3cd12c39,Bug fixing / Maintenance,3
A-6215,16e02547-8609-4879-9200-241f8aab828e,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,12;3;2;3;14;5;2;2;1
A-6234,26324783-baa7-415b-8b1e-70fa11eb775c,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,14;3;2;2;1;2
A-6260,d527a5c8-cca1-4717-89c2-62e088643e67,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,42;2;1;7;16;2;3
A-6323,caa2ee8d-bdbb-4c7f-ad14-341317bb6052,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Other;Testing & Verification,4;3;1;1;1;9
A-6329,0a3ec68b-2345-4765-b78d-36b0f9e43ef3,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation,2;1;2
A-6336,15bf2a2c-87e2-492b-9611-7a8d27037b71,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,17;2;2;6;1
A-6350,ecf39730-84da-43dd-89ce-0f566995e987,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task,7;2;64;6;8
A-6375,f4e1b979-5d4b-4f74-8182-47cc6b5148ff,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation,1;1;2
A-6380,22ebd4d4-3035-4c4e-9ab9-2fbcdb77dc4e,Bug fixing / Maintenance;Feature / Improvement Implementation;Other;Testing & Verification,7;5;1;3
A-6390,a81b345e-6912-4256-a8f8-80550f7a4940,Bug fixing / Maintenance;Feature / Improvement Implementation,2;3
A-6393,d8445ae3-c528-4a24-b91b-2875f38e1c93,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,5;1;1;7;1
A-64,220cd9a1-dc81-468d-9c17-f7b23d2672cd,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,186;21;5;22;26;95;23;9;3;54
A-6403,05e10211-9e3a-45bd-b911-fa1542e9fa74,Bug fixing / Maintenance;Feature / Improvement Implementation,16;4
