assignee_id,assignee_code
f3c00b38-c306-44f6-b969-98e470646e78,A-1545
34fc918d-de41-4ac3-953d-3e3357c6937c,A-1546
3a522831-a8ce-42ef-a732-0d8597c6fd2c,A-1547
af299e3c-0fd8-4f38-be56-afac945617db,A-1548
5f05198e-c45d-40a8-bb94-3437830e45a8,A-1549
6af2cebe-254d-463d-a785-f55554dd190d,A-1550
380f5c25-050a-477f-967b-a8d6f261fbc7,A-1551
9d23f007-22f8-4a97-9e03-bcbf11440685,A-1552
3af91de3-c2cb-4930-91d7-5a9135bcf2fb,A-1553
5eab790c-6b78-4b4c-93bf-d8880ee42e72,A-1554
de61fc1c-6b6d-4b25-96e2-45b6673ebf1b,A-1555
259884af-95f3-4ef5-9162-c89eb1b82f8e,A-1556
607eaeda-bc90-4615-859e-737ad7b3dc70,A-1557
f70b6047-2191-48ea-a526-29d2b9ef6c54,A-1558
24282d4b-2ee2-4f33-adbc-5a6c42b576f3,A-1559
98b627b4-9953-42f7-b8d4-98114e619a39,A-1560
1ebb3051-0e68-46a8-98d0-08f522d25a0c,A-1561
b7458328-007d-47ce-9640-dde3ad425aee,A-1562
6d60e8ad-327d-45ad-be82-80580f8f2f76,A-1563
9319a846-e024-419e-96cf-a9a130e4fa34,A-1564
922b6937-5b73-4d10-95ee-df8c5302501d,A-1565
6c9fb7b4-f9ad-4b77-bd0e-77a9f249e375,A-1566
b213729d-d1ee-4090-b40d-9c787484e738,A-1567
d593abe6-0551-4ca4-95ca-3d80264d75e2,A-1568
8b774055-dab1-476e-a27e-3c22eed06cb5,A-1569
22395fb0-7fd3-4ac6-9cda-15083211ffaf,A-1570
c4028cbb-e3a3-4bd1-8d52-d70fecdb4652,A-1571
b115cf03-56d0-4835-94a9-c728e2e1c2ff,A-1572
f2967781-07fe-427e-8a6f-3f880853191c,A-1573
5a3d8a86-230b-4c28-9279-252735731daf,A-1574
fc9c4046-05a7-40b6-b562-bc9576ba7c96,A-1575
95ef0c6b-8a62-4946-9a1b-3141c6b3443b,A-1576
7c143561-221b-4863-9192-9a01ba743f9b,A-1577
f4b5bb7d-1fde-44be-a2ba-c7c53ed90f79,A-1578
ecf02ace-51e8-49ac-abe8-e5426fb85635,A-1579
bfedca70-b166-45fb-99e4-5964507754c2,A-1580
3c6a0c73-f836-4be5-b9c4-71f81fd75340,A-1581
abba46f0-a9cc-4904-a63a-70a405665130,A-1582
02857144-1085-4df2-82d2-bf6abe06e3cd,A-1583
8a5ba6e7-079a-4b81-972d-5a7b22f9ce9f,A-1584
e3e28dec-7355-469b-bf67-a033dcdfb033,A-1585
5f46b39d-1e41-4919-89bd-2669fd45f293,A-1586
edf37278-4883-4264-bdf2-73f0fc90ca14,A-1587
6530c66c-d664-43f4-97bc-f98722841d08,A-1588
5f4d35c7-0e1c-41dc-8bf5-2fa88c5462f7,A-1589
67f8dac3-d3e4-45c6-9043-72142be00e5f,A-1590
97ce8cf0-6578-4f0c-a6b3-bc49ffe5e945,A-1591
7410357c-dad6-44f7-9c10-05fe92352b1f,A-1592
b49a168c-c984-484b-bb07-3e6449be0000,A-1593
b0763f3f-e6dd-4eb2-a6e5-a1423f30e4b5,A-1594
9cc816f9-d53a-4329-b3ce-edf9a04b7348,A-1595
c8824c61-5411-408e-a4ae-10591a37d34f,A-1596
3a486d06-8117-48bc-a124-5c53920751c7,A-1597
e159248e-5061-4c3b-95ad-239fa9060d52,A-1598
aa86ad2a-b8e9-4d93-a891-4d3372414f61,A-1599
aa6842e9-61f1-4b7a-a5e1-91907809611d,A-1600
7a9061fc-f2f2-4b30-b56f-01ada71a67ba,A-1601
1016c3ee-2117-4577-8151-5f03297195f7,A-1602
eb843001-3266-4050-9bcd-f59b0d485125,A-1603
53e352cd-0a3c-4b37-b2b8-6652c85ff864,A-1604
b1751d08-de5e-437c-8d90-1adfcb9db9b7,A-1605
74d6d118-ac6d-4a87-81ea-a45b13fa2513,A-1606
38000c31-8212-44db-8975-f1ef72c7618b,A-1607
667dac3a-413e-425e-8bee-fe0e50f4a71d,A-1608
ae297724-18f1-46b4-8c86-07c5b5d3910a,A-1609
bded6812-1abc-4320-b8b4-7531d92aed44,A-1610
7baca7cc-b96e-45b8-b196-6444c0c287ac,A-1611
11c94397-f91e-466a-ab80-92e9311c0275,A-1612
47486511-019d-466e-a7d7-1418459bd457,A-1613
bbe83c27-2842-47fd-8376-04e23b21dc26,A-1614
047c3fee-9f62-4efb-ac00-5c79fc93d826,A-1615
e83dbf5d-c75d-4d1c-9cd7-55ee0d3f5574,A-1616
fecc0548-cd3a-49a4-8f55-9651dd913476,A-1617
6dd52faf-8cd2-434c-b00b-aa99d8b008f7,A-1618
f59cc5ae-f43f-44db-88ae-dce91db56bf3,A-1619
d7477bee-2eae-4f89-b33a-f27ea817c858,A-1620
1d227720-3d7b-401c-91cc-6d9e06d16113,A-1621
4ed42a9d-6f7d-4294-95ea-15484fe797b3,A-1622
cd035af6-b863-43c8-8822-2353603b82ca,A-1623
1e86b7a4-8252-4798-aafe-54658e203f77,A-1624
b02f4019-fe76-46df-9e80-12cb928f1b48,A-1625
fc9dc0bb-bf1a-4846-bf4a-928f58e6a661,A-1626
d1434090-d892-463f-a120-fbc08af99c51,A-1627
6296ed2b-0fb4-449b-8f6f-268225175a96,A-1628
58abb935-a36e-40cf-b087-bfc9e10f775e,A-1629
7ff12ff9-c5a2-4107-b97a-d7d00123c30b,A-1630
f1ff4fa9-38cd-4f07-8bdb-5d22e8a9152e,A-1631
2676c74a-8914-4aec-a170-af894e1a99f4,A-1632
ad7cecae-48f8-44ab-8b76-f5a6fece1812,A-1633
e8841874-8d2c-46b8-bfc9-cc67ab532df0,A-1634
46e60205-ab7e-44b1-a213-8bdb26d96d7b,A-1635
51936fab-e20e-40a8-920b-c8f76a11c6ec,A-1636
b5f93355-09f1-4429-a320-9390cfd6e723,A-1637
be87f755-cf51-4431-a29e-7f34bb5a4922,A-1638
e3e2ba1f-ca33-40fe-9fae-28464d2e86d1,A-1639
5bc585cc-864d-4424-817c-28901f3548bf,A-1640
7bc1df43-ddbe-4806-8507-220f9f32bb68,A-1641
1bfb64ea-fca8-4810-affc-cf1494ab4fa4,A-1642
f83263b7-c5ba-44bb-a2f7-b2c2599cb8a6,A-1643
da3a307e-24d7-44a1-9095-4ffcde79dc81,A-1644
8ca4cda3-8979-42f7-94d2-13d50dd3dc53,A-1645
5691a102-1b5b-4bbe-a6f4-507c18bba6eb,A-1646
214de065-1791-4e89-b702-1cf55b8dd42e,A-1647
9b137c2c-4d13-410e-80b7-ada653028de1,A-1648
294b6e41-d688-4f47-9eaa-2ac51e3fd7d9,A-1649
0e9b9053-1693-4239-8869-8576f3738821,A-1650
8968a8d0-8e08-435a-85ab-360ca0bb3fa1,A-1651
9c2774be-fb28-4571-a65f-d87d06100329,A-1652
efd22b96-9ae1-4844-a72e-304bcb7ef9b8,A-1653
281c83b3-d1f8-4838-a72b-205b4676e04b,A-1654
4af064b0-c22f-402e-86ed-986d9097a1df,A-1655
601664b3-040e-4e49-837f-11066e77b470,A-1656
530af780-b24a-4a71-805a-711570098b2d,A-1657
63eecba0-bc17-47bd-8176-76eb0c456538,A-1658
3c065986-095c-4ff9-be58-d3792a31071e,A-1659
e476b806-f477-4cf1-8489-95a769ad8f11,A-1660
232af5fd-0424-470e-8149-7b2dcbe366c0,A-1661
e80f8db8-12e8-49e1-90d2-1244d8dfa814,A-1662
ef5c39a9-49ed-4161-ae93-10de61e475e1,A-1663
ae118c62-13df-42b3-94d7-c1303a79c3fb,A-1664
cdafbac9-188d-4adb-a6d3-a9c38427fbaa,A-1665
1ece65dc-1d82-4ae5-9911-b97bed89c6a2,A-1666
87bbf66a-d2a3-4e73-996c-19a0c0d3a0d2,A-1667
96c80865-57a9-4aa4-9ce0-87b7a58c45aa,A-1668
b2a51a24-e7dd-4c6a-a1d1-baba5b0318b3,A-1669
2adce0ed-41e1-4b12-8076-55961f71c3ff,A-1670
868329c5-a3ee-40e1-add0-c8d69acd426b,A-1671
08005bea-00d4-4f51-9364-bb028b10f996,A-1672
a4292d52-bce1-4f56-97bc-ca62b3b7adc0,A-1673
84ba0194-d914-4ca8-96cd-ab2b8c58c4a9,A-1674
a7b4c8e9-2c4c-4a72-907f-a81f5ea58e30,A-1675
f1925424-02c0-4256-ba6a-1730ba92a39a,A-1676
db7a1fbe-55aa-4bc9-8af6-4dfca07f7e97,A-1677
6edcc3b7-1a8a-404a-8cf1-fed85de071a4,A-1678
29172dd2-77f4-4a32-b65a-875cea6ec29b,A-1679
33869529-8de8-44f5-b439-bbbf1b696a17,A-1680
3e770971-004a-4a7f-ae5f-e42ee6f618ee,A-1681
0482fb26-9a2e-40f4-b4dd-68c019a90a93,A-1682
d8d12061-5007-480b-b4b2-1cfa657e3e76,A-1683
99a32356-6377-4fd1-89ab-75ac7f268493,A-1684
1619316d-fb9d-4491-b02d-f14b7e48e641,A-1685
9e70c043-fbb5-43ba-9f94-9510b70778a9,A-1686
4c0e4f7a-a2f8-432e-bd55-b0d0877a2389,A-1687
7d0d5f1b-8321-4945-97fa-ed63113e855c,A-1688
7e272ca7-de8e-491e-988d-17fc64212d4a,A-1689
70fd71c6-f2aa-4c46-80de-609b6622c2aa,A-1690
487a9807-5589-4edd-bed6-5d4f189840c4,A-1691
c7e3cdd4-d3d1-4d67-ba70-ebe3dd004a84,A-1692
bd1a9970-cbe5-4d92-ba0e-91ead4f9f2dd,A-1693
122a15bb-de38-4c3a-b075-5621a9ef2fb7,A-1694
163bf359-66de-40b0-82f3-83072fcc7914,A-1695
00e470e0-b02f-4408-952e-e16fbc0c09e3,A-1696
640d5baf-77d6-481e-a635-06935d12f846,A-1697
ba8c8c45-8fc1-4589-b204-3c3b5cf4f9d5,A-1698
f2259656-813e-4b7f-9a6e-0211358530f6,A-1699
5973a93f-242e-45d9-91d6-c61d7afa9119,A-1700
d809b790-0d6c-4dcf-8da1-5b1c5a9533a1,A-1701
4d4631a0-c5a1-4aeb-8304-a0577bd3da57,A-1702
9262e4f1-92da-4763-b2d7-0e8dd6e84abd,A-1703
e4eca0c4-4ac8-4fd2-a3c7-2f34fe2ff976,A-1704
c1a4a764-10b8-43c6-8d39-0b9394c9a14e,A-1705
20996e89-da99-4bdb-aa1a-940d521c267a,A-1706
39f988ef-eef1-4d22-9a2d-a00352ccb4c8,A-1707
df75680e-321c-480b-94f4-60d2355369e2,A-1708
658ef47b-fb46-419a-abe2-5fbcda26b381,A-1709
ed75c9a2-3323-4b04-93f1-3f8106835d42,A-1710
077e95c3-dd5f-4951-baf1-af418036881f,A-1711
a9cea740-72a7-4274-a2cb-1311d5b9ef3d,A-1712
35c77d2f-4155-41a7-ac42-edf7acfb3983,A-1713
325570ff-d7d8-4a70-b4c4-5954f55b7d7c,A-1714
6c19c926-cd86-4749-9802-02842882e625,A-1715
131973f3-e66e-4421-9eb7-fb837a0a21f3,A-1716
e78d6839-fde7-4446-ad6b-f342ab9f228c,A-1717
ae4f2841-a7ac-4bec-af06-98785b64ebf3,A-1718
3cc79c0c-f8fc-4b19-a8f0-2579604751d2,A-1719
599e549e-2fb0-4c8c-8d25-e3633729ccf1,A-1720
b3d0470d-1807-48b8-a35c-63726d85f3f6,A-1721
574c3fdc-b0e2-420d-ace8-191809bb6b71,A-1722
31c559ef-46df-4314-9701-b1667c732001,A-1723
c2a7fccb-ac84-406f-86fa-8e7b8950ff84,A-1724
4531193d-e68c-4bbd-96a5-7a6ef5336f16,A-1725
0eb21482-1bf4-4e62-8127-632cc92a6392,A-1726
4c10fb28-f828-4b16-93ae-2c02d17e6706,A-1727
ef9ca512-4e45-4550-b191-354dc5c5cece,A-1728
3881570e-ce1e-4860-962f-0f172161e883,A-1729
b3621eb1-298b-4a2d-bb60-b25df269253c,A-1730
c231fec2-0a69-4a0c-b7f5-325a07875571,A-1731
d2fed2fa-7327-4385-962c-be8735000044,A-1732
cdd22bf1-8d90-404f-9591-0f0b597a5382,A-1733
2820047b-98ed-4845-a679-360c30849774,A-1734
99dcc3ac-9ab3-4086-9e96-cc98311edcdd,A-1735
b31c7a14-96e5-421c-acae-b5ea19b0e6bd,A-1736
8349e61f-1941-4203-a060-99de4e6cc564,A-1737
0e7ed5fd-30fb-4d82-839e-134784b28373,A-1738
f569d87d-52ce-4731-84e1-b38edeaa855f,A-1739
2faa2ad4-8d22-430f-9d8b-f2c43ffee2a0,A-1740
a5dd9185-cb25-4c4b-99ef-3849f67cc36f,A-1741
71751a1a-0d86-48f4-8662-268f5eed16ff,A-1742
91a534af-c957-473e-adee-ce018bb6f5ab,A-1743
c1a4867e-cf82-4e74-b131-fd6841abc3ba,A-1744
f3f43ba0-720a-4f5f-a50a-ec5f515ea350,A-1745
b4466beb-690d-40d4-bb31-6b605f759606,A-1746
7c0c52b7-6236-4725-9c02-30761f402f41,A-1747
bd0e0b1f-5c50-4354-99ae-fe5640d03ef3,A-1748
dce29137-73ea-43fb-a36d-0b93f5f5b3d0,A-1749
5178a8e3-aa85-4533-ad54-aefb39f58c64,A-1750
f907068e-346f-4032-962a-dace8d8327c0,A-1751
a6706fd3-3897-48a4-9848-bb83d50fd041,A-1752
1fa09be2-c2f4-4e72-aa52-21f9971378b0,A-1753
c9f34bc2-6863-47ee-ad79-af2ab81f6710,A-1754
b2de0408-34a4-4ecb-8c24-cd998a21e9b0,A-1755
002d7e3a-e802-49a8-a000-e1656794b6ba,A-1756
2749a11f-2c17-43ec-826d-c509c9b3ff81,A-1757
9e38bef8-7ad9-498f-95a3-cff9709a8f92,A-1758
be19bf8c-b8f8-4aa9-b25f-57ce54c6ad7c,A-1759
10d634e7-b7d9-4efa-9b02-63050d814429,A-1760
ce452956-68dd-4925-8b9c-1c1005abf2ea,A-1761
3969a30b-9472-431c-8e03-563ccdd56991,A-1762
4085641f-8fbc-4776-ab2c-f14b145f3ca9,A-1763
7aad5b77-af1c-48e2-a890-13505696177e,A-1764
1e9028fd-fa2a-4598-96f1-8b4efb64814a,A-1765
98c37168-2a48-430c-ad38-8c51456ed630,A-1766
61a621c1-16e4-4102-bbcf-92ed72140cef,A-1767
862d1024-ebe7-4b0a-9700-8e90a0cb6a56,A-1768
bc92b878-fca8-47f1-bc67-1231ba661ada,A-1769
a3aa4051-7cb2-41bb-b157-06317101ea00,A-1770
902892e9-65d0-494d-b866-0d529dd9d166,A-1771
d44d0a5b-b630-4b9e-860f-8dd699edbeca,A-1772
1cbe3fb5-c614-4c8e-8e4f-8d35aa8b7d43,A-1773
8d8453ce-7aeb-4417-a5da-ae7e496c66af,A-1774
6970215f-7156-4181-a75c-cd02e46208fb,A-1775
123079b8-c015-4d5c-a795-636275dc7043,A-1776
44b0816a-2c96-4117-9aae-ccfda2eb85da,A-1777
7ec12621-3d50-47f1-8d36-9df3cc89811c,A-1778
3799ce6f-8d47-40b4-a79b-3a513a501579,A-1779
c242081b-266e-437b-ac52-a2a07715aeb7,A-1780
61e95493-319c-43e6-a864-cd9f056cfa86,A-1781
1d2094c4-7319-4e4f-9519-3dc784f455e0,A-1782
928a30eb-544d-4d8b-9f22-1dfba8c2ae2a,A-1783
f83d4769-33b8-4c7f-b673-75c09b3aca72,A-1784
c5c4e323-2a97-42be-966e-a519520baa34,A-1785
45433e7c-ba18-46d5-acda-905ca80fde84,A-1786
8d678695-4ca7-481d-bc48-ae7221a772de,A-1787
88d799f3-8db4-432d-955f-3f41e0296fe4,A-1788
a90a0d4a-83fc-42a3-961c-1bde1c217483,A-1789
c4191e9f-332a-4576-ae0b-352e4cc4dcf4,A-1790
8ad11de9-86c0-48d6-b511-cb0270b5af94,A-1791
74c5d9ba-80f0-4292-8e84-c1c440e4ddd8,A-1792
438bb0e2-5ee6-4664-9f6b-48a221e9a04c,A-1793
7c94a89f-4fb7-41c3-949b-e774310060c6,A-1794
c8cf46ee-32f4-465a-bfc5-babe235e546c,A-1795
d8073c51-c5b0-4a66-ae30-51ddb4ee0044,A-1796
836a34b7-9c44-468d-b622-bd4c8836b811,A-1797
16ca8790-04ef-4802-9c42-a8e6686f1b12,A-1798
e0a2a716-842e-45df-8836-a5f1c17716ad,A-1799
69f7e508-9ee2-4334-9057-e00b8f6ba23d,A-1800
ba9ae158-27fd-472d-a0da-b3d7a63a6459,A-1801
64e9fe93-f7a4-44d1-ad83-5c373a15c477,A-1802
5ea0422a-8971-4757-a7da-6665f5110001,A-1803
11c5a11f-5fd6-4642-926e-541e114c4bdd,A-1804
6a61e4af-7b07-43be-8879-1f0d9f6c00ac,A-1805
460371cc-7417-41f3-9a7e-4db6a6619219,A-1806
31258b85-68e5-4e87-8a3e-76072b456b45,A-1807
e8038307-6acd-42ed-a9f1-d6ca24867c11,A-1808
9bda6cd4-e85e-46cc-82fd-23f11f6afe15,A-1809
a108cf59-decc-4773-a724-f6b16cf025cd,A-1810
205e7ba8-2316-429f-b478-d050ef91701a,A-1811
40790f79-7be4-4cf6-a1a5-255ec4aa3680,A-1812
9d40856a-4f73-49b2-a1f5-ea2574d70fb1,A-1813
4ab345b5-8fa6-482f-a7d0-457906ab811c,A-1814
2be345fa-d0f5-4412-a1f5-fe1ee80aa3b5,A-1815
5e858dee-92f0-4396-80d4-5ec9516c7658,A-1816
e0bb0c14-adf4-4374-b5b7-7a26b7ca2156,A-1817
e8d0b5c2-75de-40b1-a3a4-748300d6fd25,A-1818
0846b243-e677-427f-9a14-d345ea261fd4,A-1819
01ba04f1-8f46-4771-be7c-0adf09607a4f,A-1820
b1ccb97a-80cf-4e56-9ca9-0b52081eae07,A-1821
9d6b7545-b76f-4939-ba14-042a472022c2,A-1822
16cbe37d-0c89-4d63-9d7d-162dd1f6d88d,A-1823
d1bcdcf8-a2ce-49de-9c77-e3ea5ca28255,A-1824
c28b96d4-ef93-4801-baf5-05828d04881b,A-1825
bb419f95-884b-413e-ab24-a9be17f92bc2,A-1826
5a223407-ece1-4085-9e3f-28d63a435ced,A-1827
9c81d7fc-7d19-4ce2-bb18-0ed875375801,A-1828
82087338-d891-4d9e-855a-8a8d0abd66a1,A-1829
85beb12e-99ac-42a4-a99a-c60585d573c5,A-1830
3a7a7c76-66c0-45ce-a1c9-bef1ca7bd85d,A-1831
9eb8f7e0-9b4d-499f-8815-eaee2d8cd273,A-1832
24ce9314-b55c-4f47-bc21-a49183820916,A-1833
9f8da6cd-ebb7-4d64-a738-e7226dd94f9f,A-1834
1e939df0-ec15-473a-9da8-08a3a65a1667,A-1835
28345dee-4c50-44a9-8e87-832b3f7083dc,A-1836
91934b3a-b638-4b21-890b-73bb65f900ce,A-1837
fbff67b4-cf09-4aa3-993b-b6308f8e6833,A-1838
fbe55199-6853-40d6-9054-01ecf5492f34,A-1839
afce9c5e-a405-4321-affe-e810abdde65e,A-1840
1389b9f6-52ed-4993-9473-b5b773b683e3,A-1841
53250ae9-389b-4d8d-a817-d628ef2016c8,A-1842
7450ef10-b477-474b-9698-beaa9516d61d,A-1843
4bbd4774-c0c1-4b3b-9df4-c73577b93e96,A-1844
dab424fc-0e74-43b1-ade3-415f9f4c9989,A-1845
b3707d37-58a8-4e15-a276-0728d4b03f3f,A-1846
4b31b5cf-e71f-444b-aae0-88b281e2719e,A-1847
00d41581-abc1-4e8f-b010-ea0a4a45683a,A-1848
b643002e-4086-4559-b466-e3de890259a9,A-1849
aff7ef52-2960-47c6-a5e2-0c2a7461e091,A-1850
8ca18371-d33f-4fca-99ed-4152c661c9c4,A-1851
38d09936-9633-49a9-9ee0-a85dfab2ec60,A-1852
84bf5e9a-6c30-4653-9efb-17ffd3e6c4f9,A-1853
5f5c1520-4a46-4fde-becf-0a8a6b1d429d,A-1854
b5af8332-febd-4184-b244-045c21de1a77,A-1855
3ad711a6-fbf6-4a6e-81c2-86996759870f,A-1856
ec5e419e-04ae-420b-97cb-7a2a74668f1b,A-1857
30a7be70-9c41-479b-8deb-6542936c6fde,A-1858
28644737-67fb-4d75-817c-26ee8443ea7b,A-1859
c1a6e33c-d748-46c1-a4d9-40afbd40e691,A-1860
4b8e8c4b-9dbf-45ab-a8ed-6dc37893550b,A-1861
2196dbf0-e5fa-411a-8ee4-faa220579eb4,A-1862
524d7dab-4156-4b1c-bf76-a8900663ee16,A-1863
5fd25e82-6ac4-4509-9c3a-3eb0b95e2d50,A-1864
755d3d5b-4bb0-46ac-9ab4-e345d1395ac5,A-1865
b779f0b2-ea27-415d-a4ef-e8d9f28c0907,A-1866
1adb4228-841f-4ec3-b331-0b10ce232a1b,A-1867
3a61a9b3-602c-4de3-8289-03aa19be25a3,A-1868
3ee0c6b9-9f88-4efc-a37b-ddfe41612fea,A-1869
56cbcc84-50b7-4a5b-85b4-a6d04051b48f,A-1870
950e94c7-9444-4609-b8d3-fb40cfb17c5f,A-1871
78b1d679-bc44-4c92-8037-6555132143bb,A-1872
0fcbc299-4235-480c-b689-235b51bdae53,A-1873
d5eb48c1-d658-4faf-8ab5-4c2dd11a7fc9,A-1874
0d269d30-3450-4956-9035-50adeb89cc54,A-1875
6b82be0c-0821-4378-989c-4eaea4850245,A-1876
b827d43f-0034-4503-83aa-06561b70ae95,A-1877
518edf56-fd6a-4031-947a-56e72cca094b,A-1878
864688ec-d103-4ecb-ba3f-773838bdd928,A-1879
b2b52764-4de7-4508-98e6-7b89a7d448e5,A-1880
ba72db04-482e-48a7-9d0f-caf7cf00dda7,A-1881
06e5e8e5-9884-4c33-a418-7623cfecfa68,A-1882
8bd06c9d-1061-417f-986a-9717305ca553,A-1883
8c8a779f-ce8c-40a6-b9e4-aca11d0e8c39,A-1884
df17ad5e-2f80-453a-b0ee-189c7907df4a,A-1885
f9bd43a1-effd-43c0-a165-c9a3a3769f88,A-1886
1d592001-f76c-4dae-ab60-f8ef4fb40861,A-1887
9c0b7536-c33e-498d-88a9-9e5828e84529,A-1888
e69932a8-b6ef-484c-b117-3935859b70dd,A-1889
463dff2d-c570-4b9b-a1a2-f3730c66a414,A-1890
b69c7618-3cb3-4ec6-b59f-3c7bf6f1d1db,A-1891
8626731e-8c9f-49b6-8f35-9a8a4e98c533,A-1892
39198f01-974a-48c9-8a95-3c1048548f3e,A-1893
a5ba7307-5f37-4784-a1e2-0bc91bb24cec,A-1894
facaad15-4b9a-4162-9f5e-3f3ea9a138c2,A-1895
65288717-8b89-4a65-a45a-9f6a47313c18,A-1896
06518e4a-0bef-4711-aa4c-876c7864ae30,A-1897
4d49be60-1391-4f52-bd5f-f26cebd15375,A-1898
9db568f9-7c3f-4983-a638-95c8cc9e7485,A-1899
275038ae-0d3e-4d0e-8b0f-28d2e047c645,A-1900
b433807e-f58e-4e20-8674-c2e96cdb57d2,A-1901
b0ca164a-fe46-4c2a-a3cf-40e881a5f3b3,A-1902
104c1de6-5f1b-4231-af10-a7489c38eef3,A-1903
8de3d93a-af45-4dce-8a82-95c36c0578bc,A-1904
dc0b1926-d80d-47ed-bb31-ddb8ecc9b417,A-1905
acfa9b8f-85cb-49de-946a-e28b48421867,A-1906
f9eedfa4-ed58-4a24-913a-87b315852bf3,A-1907
5a36e692-7a2a-4290-8c6a-7a8ad4a18f88,A-1908
af039836-168b-4a01-bd0d-6f0d62706bed,A-1909
875cfc8f-7c46-4986-9712-60752b5ec7c1,A-1910
33befb31-d66b-47fe-be22-a720f92c6a29,A-1911
f043a5dd-996e-48b6-befe-df62102b9895,A-1912
f5bf8426-ad11-48ee-9bb1-6a29f0948b33,A-1913
1f36ecd9-9c38-4a57-b1ad-05181dc74761,A-1914
263764c4-ee02-4933-8cc6-8ab6c9549d4b,A-1915
45fedc32-36a7-47d6-af86-7379774ac786,A-1916
fe7d9494-3a93-4505-9e0b-e461adddaa4a,A-1917
8f4d284e-6a12-4274-af41-1381ddb77206,A-1918
88056c82-9e59-4444-a340-0fe630918106,A-1919
b5336460-6b00-417d-b16b-b5816c832f68,A-1920
4710981e-107b-4c44-8334-7403856fc535,A-1921
40f68d4b-9a7f-43bb-9d0e-231090986e81,A-1922
b29b31dc-c44a-45d4-940d-6738d8c728e3,A-1923
f8915708-bd70-418f-a4c2-9e61bba69025,A-1924
4c79308a-20f6-47ca-afd2-f326ceac7af9,A-1925
7545a17f-f4ca-483b-89bd-6f70aae394bf,A-1926
7dcac3f4-8134-43c1-8f43-d1d7298b50ae,A-1927
964b5874-4344-49ab-a933-8b1d606664a4,A-1928
92b101e0-3927-46d6-8cea-a516482855c3,A-1929
f940e265-8ccc-41fe-b6f2-9f0b2cb44610,A-1930
dc3d1509-eb3c-4b84-9a06-8ea969b7e702,A-1931
d7e6f141-caa9-4ad9-9ac8-ccb23c71bb7d,A-1932
0368b7fa-5011-4777-8117-399be9758a7d,A-1933
b8fba8b4-3375-4741-9b61-f9015cc6685c,A-1934
0600e7e4-d846-41fb-80ab-972026371643,A-1935
f50850b8-54f0-4e1d-8ea1-6c6705e68568,A-1936
1f4819e9-fb4e-42a8-9dae-cf5edc1a2d5a,A-1937
699951f7-53eb-4a2d-bafe-b6e3752681f0,A-1938
53d5538f-29ad-4416-9657-079418dba05d,A-1939
66b4405a-f3f6-4bc0-9f4e-0c6ba114727f,A-1940
cd5d43fb-25a5-422b-b6f8-88f8f0812ed2,A-1941
a51a822b-3453-47a2-b8de-bdf71fd82b6e,A-1942
cbdf1352-6374-4c7d-8789-0e8c8a779ed0,A-1943
8e29dd1c-95a9-41cf-a710-b3f7d031d27c,A-1944
1e54502c-40f5-4dc3-a722-1288e1ad6702,A-1945
1b19aa92-91bb-45e4-b1d0-d132b5c93d4c,A-1946
9c4f4357-e991-4e70-82b7-af2f59d53622,A-1947
fbd94456-aabf-46ed-8c58-f857a010e28e,A-1948
769eb3f2-4797-46e6-98e1-cfebf905853a,A-1949
49d78018-3f73-4ff3-9f07-60adad3c9437,A-1950
685e09ec-77e0-4bea-939d-fcdd608b8c3a,A-1951
38b25e7c-135c-4be4-9987-bbf02d63ed48,A-1952
24a30df6-847b-4692-9fc3-573c562fedfd,A-1953
060fa649-bc90-4d1d-862f-05acf34ebcf9,A-1954
a684c6ef-bc54-4460-9505-8d8cc51fa11e,A-1955
63148385-1c5c-4a4b-8f43-9b234361965d,A-1956
0c957fdb-c219-41f7-8480-043b982d6774,A-1957
4989c55b-7468-4e5c-ba27-f016b1d0ab48,A-1958
71cbfb40-9ffd-4d37-8dd7-e6531b7591b5,A-1959
96abcfca-3b8f-4640-97d4-86208ebc1fb4,A-1960
b5559691-b3bb-4551-bd48-48f8da3d937a,A-1961
d9190444-4978-4dff-adb3-cf9d993c7060,A-1962
a5eaa04f-66e0-4103-b58d-114d20658a6f,A-1963
814015d3-22c1-4ed9-b3a5-a59c96eb650a,A-1964
d5bff3ed-1e6c-45e7-aff1-7a0b584659bf,A-1965
6feaa4fe-2573-499c-9448-a364d04a17b6,A-1966
ab5ebfdb-e315-48d0-8e3c-c539d2e460e7,A-1967
5d00f1c8-7da9-4179-90ff-8a57df37bfd2,A-1968
7552baca-eeb2-4390-a5f3-e58a25874a22,A-1969
1b5b628c-b102-4547-9be3-5298aa330bd0,A-1970
04bba0ae-052d-44f4-8f95-415ad3d2b052,A-1971
7d285791-81a5-45c2-ab44-386e1b3afaba,A-1972
f1e2a4c6-0540-44b5-99b3-2a51015adc29,A-1973
6cb6b9b1-6c9a-4044-843c-cd2c360c3c11,A-1974
ea29f79f-4887-478d-9a41-09b208af660d,A-1975
2503eb79-f07c-41a7-bba2-bf20c2ea0c5b,A-1976
8140162f-6e14-41cc-ba93-698a6001b414,A-1977
f6267cbb-a009-4484-812e-99baf615d215,A-1978
08843efc-6cc0-4dee-aceb-c35822c4308b,A-1979
e6ff43fa-a4fc-4c9f-aa50-25f00a841269,A-1980
1c96d71d-a1e3-4327-ad91-8dcf6f78d67b,A-1981
547d92a6-3075-4398-949f-299b0190aab6,A-1982
