assignee_code,assignee_id,skills,skill_scores,hourly_cost_usd,seniority_level
A-253,2afbf4b6-f7bd-42f5-87ca-22299bc4d941,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,23;2;2;1;6;4,73.5,senior
A-254,5cb244c4-e724-4ce8-85b6-e5c8b98c4a44,Bug fixing / Maintenance,1,18.0,junior
A-255,cbed36f2-0700-48d6-acf8-aab3770c8ce0,Bug fixing / Maintenance,1,18.0,junior
A-256,bb6791ef-999d-40a5-96de-357bcaab259e,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,10;8;5;5;8;2;1;6,63.5,senior
A-257,e8ef1dba-5c74-4d9d-a8c7-77c11b0cbb89,Bug fixing / Maintenance,1,18.0,junior
A-258,2caba025-fdfb-44c5-ba1c-ee641ce3fade,Design & API Evolution,1,30.0,junior
A-259,54fe342a-0325-4e29-a9d1-3e1c5ec7f720,Feature / Improvement Implementation,1,22.0,junior
A-26,62de7b8a-687e-4027-9968-328b947aff9a,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,4;2;10;2;6;18;3,68.0,senior
A-260,14dd97f8-e6ba-4f69-b9ba-641806b12d1a,Documentation,1,16.0,junior
A-261,04333f0a-8e29-4304-b332-839c2a9a2f1c,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Performance Optimization,1;1;1;1,35.0,mid
A-262,f1a2c046-f78d-447e-98c9-7fafbeab77c0,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,24;6;2;1;8;6;1;6,77.0,senior
A-263,8fbf31f8-2b58-426d-86e5-dc2721a3d488,Bug fixing / Maintenance;Design & API Evolution,3;1,24.0,junior
A-264,e6129bdb-a797-408e-a0ac-1362c5532d3f,Bug fixing / Maintenance,2,18.0,junior
A-265,0f2546d3-6499-47b7-be8f-235fed31b59c,Bug fixing / Maintenance,3,18.0,junior
A-266,d7accb03-6cb6-44f1-b3e2-6ea6aeb32432,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,2;1;4,38.0,mid
A-267,1d67c93e-afb9-4eab-8c13-45db1767d2fc,Feature / Improvement Implementation,1,22.0,junior
A-268,61eea636-6f11-4ce5-bec6-1725829cb564,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,57;4;10;15;1;1;9,71.5,senior
A-269,9f99114a-c676-42bd-9abf-68a0425a9667,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,303;54;10;44;38;157;71;10;1;79,132.5,expert
A-27,3da4fa26-d0d6-4a80-9089-5c736513bdd4,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,15;6;2;3;1;16;9;10,82.0,senior
A-270,346d61cd-ad47-4b23-bd7e-f229fa67d886,Bug fixing / Maintenance,2,18.0,junior
A-271,579dd452-ca75-4170-a7ff-5d5ff78d3abf,Documentation,2,16.0,junior
A-272,14880166-e7f2-4918-b94f-a2aecde0f5b7,Testing & Verification,1,20.0,junior
A-273,380b353b-6847-46fe-b7f3-4be404c57d55,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Project / General Task;Testing & Verification,125;2;1;1;13;2;4;20,98.0,senior
A-274,f7d2edac-2afe-48e9-903f-1276773d2c2a,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Testing & Verification,7;1;1;1;1,39.5,mid
A-275,ccd54daf-cdee-4938-842c-1631b1609181,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Testing & Verification,15;1;1;3,45.0,mid
A-276,9bf9e3db-90a0-4f35-949c-f226ae3731dc,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,46;3;1;4;10;19;8;3;1;13,132.5,expert
A-277,3624a275-a264-4fdd-9041-3b120606f294,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,1;1;1;1,36.0,mid
A-278,002976c5-11aa-4713-adea-7d3ded6a87e2,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,94;11;3;10;5;17;19;1;1;18,132.5,expert
A-279,6a1d88de-6804-4da7-ac58-5193e1cd8c24,Design & API Evolution;Feature / Improvement Implementation,1;2,26.0,junior
A-28,1c612396-6923-48cf-9879-dfb77875e249,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,70;1;1;4;1,55.0,mid
A-280,71436eec-dfb7-4136-8295-df020413cb1d,Bug fixing / Maintenance;Design & API Evolution,2;1,24.0,junior
A-281,ad0145fc-54ae-4631-be04-677b94c7f99c,Bug fixing / Maintenance;Build & Release Engineering,1;4,27.5,junior
A-282,877f1a4c-d2e2-458c-96eb-bc962084d36a,Bug fixing / Maintenance,2,18.0,junior
A-283,aea32789-13ab-4295-9631-6cf71d56d9ca,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,10;2;4;8;1;9,73.5,senior
A-284,2fb419de-2404-4e13-83eb-40df75b8daef,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,36;46;2;2;35;15;3;15;17,129.0,expert
A-285,2dbea794-188a-4240-acee-b31eb159dfda,Bug fixing / Maintenance;Other;Performance Optimization,3;1;1,34.0,mid
A-286,863b553d-82fa-4caf-9c6d-5b8614ee8326,Bug fixing / Maintenance,1,18.0,junior
A-287,d2776f73-008e-4a1e-99d8-5ff6a06c57d5,Documentation;Feature / Improvement Implementation;Testing & Verification,8;1;1,36.5,mid
A-288,d711436a-e044-4284-8b76-750540a71e29,Bug fixing / Maintenance;Feature / Improvement Implementation,1;1,20.0,junior
A-289,ccc960d2-0fd9-447f-a430-d0b673be1109,Bug fixing / Maintenance;Design & API Evolution;Documentation,1;1;2,34.0,mid
A-29,c94d50ca-4e19-414f-87a2-77c7dc78b153,Feature / Improvement Implementation;Testing & Verification,4;1,25.0,junior
A-290,a05ac8c7-974b-4011-b776-8f5160b265fa,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,541;51;25;43;31;193;129;31;9;193,132.5,expert
A-291,7531c5dd-be7d-4485-b64c-b443bb45d49a,Documentation,1,16.0,junior
A-292,4bd55d62-b7f0-41d5-9409-ed9b403668b9,Bug fixing / Maintenance;Feature / Improvement Implementation,2;1,20.0,junior
A-293,28938e19-07ef-4ee3-ac2b-38978493d8f5,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,2;1;1,32.0,mid
A-294,439179e8-e34c-4d6b-a144-869fb01da5f8,Bug fixing / Maintenance,2,18.0,junior
A-295,cd92a245-6925-4666-bd76-e3a49d510851,Bug fixing / Maintenance;Design & API Evolution;Testing & Verification,7;2;5,43.0,mid
A-296,ffd34bab-df38-411d-b18c-a070a8456c45,Bug fixing / Maintenance,5,21.5,junior
A-297,245afc16-875e-42a9-ace6-af9af06fed6c,Feature / Improvement Implementation,1,22.0,junior
A-298,1731dca6-6088-4350-923b-956834e6b031,Bug fixing / Maintenance,1,18.0,junior
A-299,d87c816a-342b-4eee-8307-a68d735629a9,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution,6;2;2,48.0,mid
A-3,8f4d135c-6b9f-4a5d-9138-c693c7fec301,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,36;33;11;7;16;3;1;8;12,130.5,expert
A-30,c496f80e-ca3f-4374-9d21-a551a261ecf7,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,10;6;1;3;3;10;4;2;2,94.5,expert
A-300,72493158-8ac7-4ba4-9b27-5f570d224193,Bug fixing / Maintenance;Build & Release Engineering,6;1,27.5,junior
A-301,14188e82-5585-4aea-b474-9273df79e476,Feature / Improvement Implementation,1,22.0,junior
A-302,d3ed3a6d-5364-4e5f-98da-d83bc2c1ee74,Bug fixing / Maintenance,1,18.0,junior
A-303,b8e6f932-3bff-4a17-aa71-9b6673c1e540,Bug fixing / Maintenance,5,21.5,junior
A-304,dc1a744c-9000-4b2f-bb0f-3e3f10a50b08,Bug fixing / Maintenance,1,18.0,junior
A-305,57c082b0-d6cd-45e7-a722-a31fe1a753fb,Bug fixing / Maintenance;Feature / Improvement Implementation,2;3,24.0,junior
A-306,8c27dadf-95c0-42be-9c0e-4cdc7f36f452,Bug fixing / Maintenance;Documentation,5;1,20.0,junior
A-307,44ca1469-5170-4eab-a5b7-a3e50b9ecaf6,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,42;31;2;6;11;3;28,88.5,senior
A-308,d16a0b81-923f-4d4f-a642-a47e877c781d,Bug fixing / Maintenance,1,18.0,junior
A-309,337bb678-c06e-4092-8a03-ee2ef871ed8f,Bug fixing / Maintenance,1,18.0,junior
A-31,74444b82-c6ef-438d-ac66-b50b62bdbd5c,Bug fixing / Maintenance,1,18.0,junior
A-310,86fe3c7f-b0a7-45e0-9134-70cdd34b18ce,Bug fixing / Maintenance;Testing & Verification,3;1,19.0,junior
A-311,ec7ea163-5049-448c-85a6-6702bd462ede,Bug fixing / Maintenance,4,18.0,junior
A-312,fd364cca-3ec8-4b00-aaec-bc49de776688,Bug fixing / Maintenance,1,18.0,junior
A-313,5525e535-2690-4214-9e31-f7f426c4c960,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,56;17;2;9;28;16;13;7,89.0,senior
A-314,40ba5aa1-89a8-4338-84ad-c149a867cfd3,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,42;39;6;5;13;78;25;3;23,129.0,expert
A-315,d7fb7b10-e1ce-40a2-908b-d152c4b23c8e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,199;17;2;16;7;91;27;6;5;90,132.5,expert
A-316,461d71dc-0f37-41b5-9ef5-f927a2bf665e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,186;9;2;8;6;46;13;4;5;12,132.5,expert
A-317,40139a66-79b7-4d70-b350-b12479a1cd1c,Testing & Verification,1,20.0,junior
A-318,ad510b91-9860-4ce4-a3df-2510514db068,Bug fixing / Maintenance,1,18.0,junior
A-319,c4e0c958-22ae-489f-9c11-717faf7d481d,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Other;Testing & Verification,54;2;4;7;4;7,83.0,senior
A-32,dd0d94c9-471e-4cf7-b8a7-a2c9906ec1f0,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,1;1;1,30.0,mid
A-320,bc37ebe8-ca1f-49b2-b613-6828c0d2738a,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,20;9;1;4;9;11;1;8;13,111.5,expert
A-321,b671b8d8-1b61-457c-b9bc-79676b3656fe,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,1;2;3,35.5,mid
A-322,86230821-dd26-4de0-b9b8-790265a6e421,Bug fixing / Maintenance,3,18.0,junior
A-323,c44c9170-bc87-4cea-89ab-26d655e9160b,Bug fixing / Maintenance;Feature / Improvement Implementation,2;3,24.0,junior
A-324,4ccbc049-a6d7-4209-8281-c07906e09336,Bug fixing / Maintenance;Feature / Improvement Implementation,4;2,24.0,junior
A-325,c81382eb-16d5-4bd2-9744-5b41e3b906d2,Bug fixing / Maintenance,1,18.0,junior
A-326,647933c4-1f49-40e2-8552-ae38dc9b6208,Bug fixing / Maintenance,1,18.0,junior
A-327,20b1254d-78a8-4419-b0f6-3ac3cb54b0c2,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Project / General Task;Testing & Verification,81;2;2;3;2;25;1;10;17,140.5,expert
A-328,083ee114-d8da-4d7e-91ea-73b14a6a9eba,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,13;7;12;7;4;8;22;1;4,111.5,expert
A-329,95ee6310-2500-4d2a-ad44-871b4d33616d,Bug fixing / Maintenance,3,18.0,junior
A-33,2fda5fad-aea9-4341-a36f-4ac7774b51d8,Build & Release Engineering,1,28.0,junior
A-330,2d28beba-697b-417f-8de6-37bc5ff5463b,Bug fixing / Maintenance,1,18.0,junior
A-331,77e61a9a-085e-46a2-a051-28c27550330d,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,8;3;1;3;2,52.0,mid
A-332,233498cf-61ae-4224-9ca9-a6273226ea17,Feature / Improvement Implementation,3,22.0,junior
A-333,87d2fc75-0282-4e81-ac48-540fecfee7db,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation,2;1;2,44.5,mid
A-334,cc85f813-eee7-4d39-a1cc-bf15bf5d0d55,Bug fixing / Maintenance;Design & API Evolution,2;1,24.0,junior
A-335,7ce49da8-6226-486f-a4ce-5d850fb65e97,Bug fixing / Maintenance,2,18.0,junior
A-336,d9c0845c-c009-4862-9b70-82fb26bd2b69,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,540;56;7;40;54;248;21;9;16;208,132.5,expert
A-337,148d32ab-ca69-40be-a4f2-8ea6d1bd8104,Testing & Verification,1,20.0,junior
A-338,84aa4952-d548-4b33-b4d8-859a2ce4c8e9,Bug fixing / Maintenance;Testing & Verification,1;1,19.0,junior
A-339,48f0fc61-2174-42f5-bbc4-3f99c8cccd14,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,12;11;3;4;9;5;7;2,77.0,senior
A-34,d2c2937d-21af-497e-84bf-0656b10afb96,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,1738;1817;37;122;173;797;70;9;1896;91,132.5,expert
A-340,bc58f047-9651-456b-a8b9-fff3a7c22510,Bug fixing / Maintenance;Design & API Evolution,1;1,24.0,junior
A-341,dd23b6f6-45ce-4de6-977f-adda71154086,Bug fixing / Maintenance,1,18.0,junior
A-342,9c1c381b-2fd5-463e-8b6f-602b32a129db,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation,1;3;1,44.5,mid
A-343,bc6ec6d3-42f2-45e9-a0fa-8fab0854f3e3,Bug fixing / Maintenance;Feature / Improvement Implementation;Testing & Verification,3;1;1,38.0,mid
A-344,3ee4c921-33a2-4fb1-8149-6e87252ca76b,Bug fixing / Maintenance;Build & Release Engineering,4;1,27.5,junior
A-345,b4dc86e3-7a71-4a2b-93c5-6bd3d789a594,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,13;2;1;1;1;3,62.5,senior
A-346,b4ff768e-719c-4ac7-9e08-2850239dcf01,Feature / Improvement Implementation;Testing & Verification,1;1,21.0,junior
A-347,b1a75cb9-971c-40d4-89a1-c585de1010fa,Bug fixing / Maintenance,1,18.0,junior
A-348,60424301-a449-4901-905a-d125c91f1ac5,Bug fixing / Maintenance,1,18.0,junior
A-349,5cd85a31-d113-47b1-8fd3-aab4dd42e919,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,5;8;3;2;4;5,65.0,senior
A-35,378d50e6-b341-4f7a-b655-bbaa0d3afd54,Feature / Improvement Implementation,1,22.0,junior
A-350,511051b9-d0b2-4672-9c3e-389d0d94ac6f,Bug fixing / Maintenance,1,18.0,junior
A-351,96b5ccd7-4710-4189-b6ee-c7df539c1632,Build & Release Engineering,1,28.0,junior
A-352,45b0c778-4259-42df-9c2b-33c4286346c6,Bug fixing / Maintenance,1,18.0,junior
A-353,6fdda2fa-8ed5-4e45-bd6c-97733246c045,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation,18;1;1;1,47.5,mid
A-354,10ba4b87-6660-4af6-9aca-b5291ec17875,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,1;3;1;1,43.0,mid
A-355,d2b9f4bb-9d59-4f44-9889-bc67aa8985d0,Bug fixing / Maintenance;Feature / Improvement Implementation,2;1,20.0,junior
A-356,8137ae7a-afb7-4682-baf0-4dc1ba549b04,Bug fixing / Maintenance;Feature / Improvement Implementation,1;1,20.0,junior
A-357,4ede4517-1f89-4a9f-88f3-529c99958b98,Bug fixing / Maintenance;Design & API Evolution,2;1,24.0,junior
A-358,608ebbc7-be17-4158-b115-9e0430235c15,Bug fixing / Maintenance,1,18.0,junior
A-359,2c2415ea-2066-48cd-8688-01f642087778,Bug fixing / Maintenance;Documentation,1;1,17.0,junior
A-36,d0d21078-5b3b-487f-8d2f-35c5b6af307a,Bug fixing / Maintenance;Design & API Evolution,3;1,24.0,junior
A-360,64f990b4-a924-42ba-b95e-70dcdcca99fe,Bug fixing / Maintenance;Documentation,3;1,17.0,junior
A-361,f3cd3f93-cf44-4bac-9226-02da15ddafbe,Feature / Improvement Implementation;Testing & Verification,1;1,21.0,junior
A-362,7e38a72a-92da-40a2-9c4c-3c42cdeeb290,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,116;29;3;10;14;44;4;1;8;48,132.5,expert
A-363,d548c57d-4645-40cf-8c77-b54bbdb4c9fa,Bug fixing / Maintenance;Feature / Improvement Implementation,1;2,20.0,junior
A-364,2d9aa769-dcd7-4742-8706-d8c929145690,Bug fixing / Maintenance;Feature / Improvement Implementation,3;1,20.0,junior
A-365,66da2378-d31a-4c77-b3d3-c07ced909014,Bug fixing / Maintenance;Testing & Verification,8;1,22.5,junior
A-366,db056932-0f43-421d-a7fd-9b3fcf8238a9,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,12;2;1;4;2;5,65.0,senior
A-367,5c8de549-c55b-456f-b7c6-5ef93c54da74,Bug fixing / Maintenance,1,18.0,junior
A-368,cb20f948-2ee7-4e7f-bda9-db5f4d6301e4,Design & API Evolution,1,30.0,junior
A-369,21711dc7-768e-44df-8fe1-a3aad2ed8651,Bug fixing / Maintenance,6,21.5,junior
A-37,de2923b8-a5e7-43e6-9761-c9b52272e392,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution,4;1;1,48.0,mid
A-370,439df954-5c0a-40a2-9c0d-318e987ca1a7,Bug fixing / Maintenance,1,18.0,junior
A-371,e6ec2c12-d22d-4189-b541-b7925a99718f,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Testing & Verification,1;1;3;1,43.0,mid
A-372,d4c6954d-cc04-4af2-9784-5c65a629a47f,Bug fixing / Maintenance,1,18.0,junior
A-373,5d98c5e5-c765-4715-bcb8-22fd1f6b6424,Bug fixing / Maintenance;Feature / Improvement Implementation;Performance Optimization,2;2;1,42.0,mid
A-374,416b2aa3-3d81-4cdf-8ff4-07f1210c114d,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation,3;1;1;7,46.5,mid
A-375,3d18405c-1373-4840-93c7-ecc51ad8395c,Build & Release Engineering,1,28.0,junior
A-376,a47e4a2d-f4ca-49c8-bcfe-a42e28834f40,Build & Release Engineering;Feature / Improvement Implementation,1;1,25.0,junior
A-377,5ea263dc-f64e-4378-99d2-d82da3376339,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,3;1;1;1;1,40.5,mid
A-378,4a4de327-6088-4119-a946-9ba39b4811c8,Build & Release Engineering,1,28.0,junior
A-379,4cf22940-0cda-4fae-a032-eb308b65767c,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation,3;1;1;1,40.0,mid
A-38,c16c6332-f74a-489e-9ddc-9464b231720a,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Other,2;1;1;1;5;1,56.0,senior
A-380,c3dc2a9c-b286-4f5b-bbda-77e0e7b37d10,Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other,1;1;1;1;1,39.0,mid
A-381,a67d99ec-e98e-4ad7-b5f5-858bc1a4cd3e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,47;16;3;3;4;20;1;1;12,137.5,expert
A-382,e11b43a1-5b11-48be-aaf9-f97ba564a9c9,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution,6;1;3,48.0,mid
A-383,2bec7aa2-e8a7-4b6a-b0a5-001baa4d0348,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,7;4;1;2;2;3;2;1;1,94.5,expert
A-384,86f82415-e073-4b95-bd01-84ada7dab543,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,41;4;3;6;25;7;2;10,77.0,senior
A-385,77cff7f9-64bb-49de-89ad-8daa55c09415,Bug fixing / Maintenance,4,18.0,junior
A-386,7e63c73b-657a-48e5-a374-be3d17764eac,Bug fixing / Maintenance,1,18.0,junior
A-387,6d10e880-f6f8-43e7-bc2e-1e7f16e30183,Build & Release Engineering,1,28.0,junior
A-388,9fa8ab10-58a9-4b2b-ae11-d92390a0534d,Bug fixing / Maintenance,1,18.0,junior
A-389,7899e719-5076-4a3d-8ba6-d6db71e2a595,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation,4;1;2,43.0,mid
A-39,3243c360-a9fe-4a8a-9872-d5595ad161eb,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,399;144;25;50;80;242;11;4;24;64,132.5,expert
A-390,c6e27dae-a38f-419c-903d-f29e6545084d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Performance Optimization;Project / General Task;Testing & Verification,17;6;1;1;17;1;4;2,69.5,senior
A-391,a461fbc1-7120-4503-abf1-fc4e59783d8c,Bug fixing / Maintenance,3,18.0,junior
A-392,b3f72764-cd90-40f5-85cd-fc7ea25a7a64,Bug fixing / Maintenance,1,18.0,junior
A-393,4712464b-ebdc-4442-a23e-b5033b4df211,Design & API Evolution,1,30.0,junior
A-394,962f276c-98a7-4ba2-9491-ff269d090073,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation,2;1;1,30.0,mid
A-395,194e13d5-b1ff-4b30-9342-818fa20f34dc,Bug fixing / Maintenance,2,18.0,junior
A-396,c11bf689-a11a-482a-ae9d-ff6e3fff5358,Documentation;Feature / Improvement Implementation,1;3,19.0,junior
A-397,30e2e685-29d0-438b-9e44-dabc83dc5067,Feature / Improvement Implementation,1,22.0,junior
A-398,9f550ccd-b1b0-4af0-95be-14a03bd5fba9,Build & Release Engineering;Testing & Verification,1;1,24.0,junior
A-399,65df8d6b-93b1-45ba-9217-0eb481e29fd3,Bug fixing / Maintenance,1,18.0,junior
A-4,abc2ac5f-3c2c-436a-a3f2-d87a31d4305e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,44;83;12;48;17;517;15;16;2;23,132.5,expert
A-40,8984ceab-61db-4376-8927-f72dee9d3a19,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,3;1;1;9;4;1,73.5,senior
A-400,f767a48d-dab1-40eb-955a-247b88810a7c,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,12;3;3;4;6;1,73.5,senior
A-401,9dd85621-d472-4d7f-9f74-fe49cc79f5aa,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,5;3;1;18;1;2;3,60.5,senior
A-402,b6a264ae-fce1-4803-a460-30e364466cc7,Bug fixing / Maintenance;Design & API Evolution;Testing & Verification,8;2;1,43.0,mid
A-403,e4a28f69-11af-4615-bd5b-a6c075209571,Bug fixing / Maintenance,1,18.0,junior
A-404,a48bd873-d34b-43aa-812b-f8622c9145f6,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,8;1;2;2;6;2,73.5,senior
A-405,61c1bdc5-785d-4383-a922-cd120130238b,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation;Testing & Verification,7;2;2;2,42.0,mid
A-406,427944fb-4863-4324-8d8f-34aa377c6964,Bug fixing / Maintenance;Documentation,6;1,20.0,junior
A-407,f3e6bbb1-e2dc-46c2-b342-cb8dfbc5d1e8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,123;44;8;8;56;196;4;10;12;22,132.5,expert
A-408,3cdfea5f-6111-45b4-bbb6-0e07a3e09c41,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,56;8;1;23;3;11;8;1;5;8,132.5,expert
A-409,3ecfe19f-35bd-4666-b91e-ae3b4c3c2dcf,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,32;22;1;10;1;15;2;2,84.0,senior
A-41,bbea5c2a-739e-453a-b75c-fb96bda3e52c,Build & Release Engineering;Feature / Improvement Implementation,1;2,25.0,junior
